File ./U127_P17_R6702955bc773bad1dc4bfc90_S1@100.cc.cc17o2: 171 tokens, 20 lines (not NL-terminated)
File ./U191_P17_R6700ee37ec56fd55436c86a1_S1@100.cc.cc17o2: 346 tokens, 41 lines (not NL-terminated)
File ./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2: 215 tokens, 22 lines (not NL-terminated)
File ./U193_P17_R6708dd44c773bad1dc4f11a9_S2@0.cc.cc17o2: 56 tokens, 11 lines (not NL-terminated)
File ./U194_P17_R67010460ec56fd55436cc8f0_S1@100.cc.cc17o2: 210 tokens, 31 lines (not NL-terminated)
File ./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2: 516 tokens, 90 lines (not NL-terminated)
File ./U196_P17_R6700f559ec56fd55436c9a62_S1@100.cc.cc17o2: 306 tokens, 34 lines (not NL-terminated)
File ./U197_P17_R6700e50bec56fd55436c6e38_S1@100.cc.cc17o2: 234 tokens, 31 lines (not NL-terminated)
File ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2: 188 tokens, 25 lines (not NL-terminated)
File ./U199_P17_R6705f2dfc773bad1dc4e5c30_S1@100.cc.cc17o2: 263 tokens, 46 lines (not NL-terminated)
File ./U200_P17_R6700e422ec56fd55436c6bd0_S1@100.cc.cc17o2: 226 tokens, 23 lines (not NL-terminated)
File ./U201_P17_R67010bd4ec56fd55436cd762_S1@100.cc.cc17o2: 258 tokens, 34 lines (not NL-terminated)
File ./U202_P17_R6708b0ebc773bad1dc4f073a_S2@0.cc.cc17o2: 381 tokens, 53 lines (not NL-terminated)
File ./U203_P17_R6707f136c773bad1dc4ef2e1_S2@0.cc.cc17o2: 538 tokens, 103 lines (not NL-terminated)
File ./U204_P17_R670279c0c773bad1dc4beb83_S1@100.cc.cc17o2: 196 tokens, 135 lines (not NL-terminated)
File ./U205_P17_R6700f1eeec56fd55436c91d5_S1@100.cc.cc17o2: 215 tokens, 24 lines (not NL-terminated)
File ./U206_P17_R670525b8c773bad1dc4e0e72_S1@100.cc.cc17o2: 265 tokens, 44 lines (not NL-terminated)
File ./U207_P17_R67052e46c773bad1dc4e1908_S1@100.cc.cc17o2: 242 tokens, 30 lines (not NL-terminated)
File ./U208_P17_R6706786ac773bad1dc4ea315_S1@100.cc.cc17o2: 231 tokens, 27 lines (not NL-terminated)
File ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2: 209 tokens, 22 lines (not NL-terminated)
File ./U211_P17_R67011ed6ec56fd55436ce37d_S1@100.cc.cc17o2: 306 tokens, 34 lines (not NL-terminated)
File ./U212_P17_R67011e13ec56fd55436ce333_S2@0.cc.cc17o2: 373 tokens, 72 lines (not NL-terminated)
File ./U213_P17_R670495b2c773bad1dc4dbe28_S1@100.cc.cc17o2: 200 tokens, 25 lines (not NL-terminated)
File ./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2: 191 tokens, 22 lines (not NL-terminated)
File ./U215_P17_R6704097dc773bad1dc4daadc_S1@100.cc.cc17o2: 171 tokens, 28 lines (not NL-terminated)
File ./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2: 193 tokens, 27 lines (not NL-terminated)
File ./U217_P17_R67038babc773bad1dc4c8ea9_S1@100.cc.cc17o2: 209 tokens, 19 lines (not NL-terminated)
File ./U218_P17_R6700fa5cec56fd55436ca70c_S1@100.cc.cc17o2: 192 tokens, 22 lines (not NL-terminated)
File ./U219_P17_R6701144bec56fd55436cdedd_S1@100.cc.cc17o2: 357 tokens, 48 lines (not NL-terminated)
File ./U220_P17_R6707beaec773bad1dc4ee64a_S7@0.cc.cc17o2: 233 tokens, 42 lines (not NL-terminated)
File ./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2: 363 tokens, 58 lines (not NL-terminated)
File ./U222_P17_R670606ecc773bad1dc4e6d80_S1@100.cc.cc17o2: 286 tokens, 37 lines (not NL-terminated)
File ./U223_P17_R67062675c773bad1dc4e845b_S1@100.cc.cc17o2: 398 tokens, 63 lines (not NL-terminated)
File ./U224_P17_R6701007cec56fd55436cbbfa_S1@100.cc.cc17o2: 283 tokens, 36 lines (not NL-terminated)
File ./U225_P17_R670282dfc773bad1dc4beff5_S1@100.cc.cc17o2: 218 tokens, 27 lines (not NL-terminated)
File ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2: 228 tokens, 30 lines (not NL-terminated)
File ./U227_P17_R6701306dec56fd55436cedcb_S1@100.cc.cc17o2: 286 tokens, 37 lines (not NL-terminated)
File ./U229_P17_R6701651ec773bad1dc4b7e39_S1@100.cc.cc17o2: 209 tokens, 18 lines (not NL-terminated)
File ./U230_P17_R6700fc05ec56fd55436caf58_S1@100.cc.cc17o2: 224 tokens, 27 lines (not NL-terminated)
File ./U231_P17_R6706af5cc773bad1dc4ec09c_S1@100.cc.cc17o2: 403 tokens, 54 lines (not NL-terminated)
File ./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2: 247 tokens, 34 lines (not NL-terminated)
File ./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2: 203 tokens, 30 lines (not NL-terminated)
File ./U234_P17_R6704fd27c773bad1dc4dec72_S6@10.cc.cc17o2: 281 tokens, 29 lines (not NL-terminated)
File ./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2: 389 tokens, 63 lines (not NL-terminated)
File ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2: 347 tokens, 49 lines (not NL-terminated)
File ./U237_P17_R67036ac7c773bad1dc4c481e_S1@100.cc.cc17o2: 259 tokens, 37 lines (not NL-terminated)
File ./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2: 223 tokens, 29 lines (not NL-terminated)
File ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2: 152 tokens, 19 lines (not NL-terminated)
File ./U2_P17_R67024ff5c773bad1dc4bcf09_S1@100.cc.cc17o2: 228 tokens, 30 lines (not NL-terminated)
File ./U48_P17_R67022ab9c773bad1dc4bb17a_S2@0.cc.cc17o2: 313 tokens, 55 lines (not NL-terminated)
Total input: 109 files (109 new, 0 old), 28595 tokens

./U134_P17_R67039639c773bad1dc4cc5f5_S1@100.cc.cc17o2 consists for 100 % of ./U141_P17_R6702d509c773bad1dc4c260c_S1@100.cc.cc17o2 material
./U142_P17_R6703c5ebc773bad1dc4d540c_S1@100.cc.cc17o2 consists for 100 % of ./U151_P17_R67013ebec773bad1dc4b6282_S1@100.cc.cc17o2 material
./U151_P17_R67013ebec773bad1dc4b6282_S1@100.cc.cc17o2 consists for 100 % of ./U173_P17_R6701f5bcc773bad1dc4b965a_S1@100.cc.cc17o2 material
./U136_P17_R6704f721c773bad1dc4de807_S1@100.cc.cc17o2 consists for 100 % of ./U137_P17_R6704b770c773bad1dc4dd06a_S1@100.cc.cc17o2 material
./U131_P17_R67052c50c773bad1dc4e1595_S1@100.cc.cc17o2 consists for 100 % of ./U138_P17_R6706360cc773bad1dc4e8d95_S1@100.cc.cc17o2 material
./U138_P17_R6706360cc773bad1dc4e8d95_S1@100.cc.cc17o2 consists for 100 % of ./U139_P17_R6704b6dbc773bad1dc4dcf71_S1@100.cc.cc17o2 material
./U160_P17_R6700ff53ec56fd55436cb86d_S1@100.cc.cc17o2 consists for 100 % of ./U161_P17_R6703d051c773bad1dc4d620d_S1@100.cc.cc17o2 material
./U157_P17_R6703c377c773bad1dc4d5144_S1@100.cc.cc17o2 consists for 100 % of ./U164_P17_R670546c6c773bad1dc4e2d1d_S1@100.cc.cc17o2 material
./U196_P17_R6700f559ec56fd55436c9a62_S1@100.cc.cc17o2 consists for 100 % of ./U211_P17_R67011ed6ec56fd55436ce37d_S1@100.cc.cc17o2 material
./U135_P17_R67038ce6c773bad1dc4c9478_S1@100.cc.cc17o2 consists for 100 % of ./U155_P17_R67038ff4c773bad1dc4ca516_S1@100.cc.cc17o2 material
./U222_P17_R670606ecc773bad1dc4e6d80_S1@100.cc.cc17o2 consists for 100 % of ./U227_P17_R6701306dec56fd55436cedcb_S1@100.cc.cc17o2 material
./U130_P17_R6702982ac773bad1dc4bffad_S1@100.cc.cc17o2 consists for 100 % of ./U131_P17_R67052c50c773bad1dc4e1595_S1@100.cc.cc17o2 material
./U217_P17_R67038babc773bad1dc4c8ea9_S1@100.cc.cc17o2 consists for 100 % of ./U229_P17_R6701651ec773bad1dc4b7e39_S1@100.cc.cc17o2 material
./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 consists for 100 % of ./U214_P17_R67038254c773bad1dc4c6498_S1@100.cc.cc17o2 material
./U141_P17_R6702d509c773bad1dc4c260c_S1@100.cc.cc17o2 consists for 100 % of ./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 material
./U132_P17_R6705c69dc773bad1dc4e4b55_S1@100.cc.cc17o2 consists for 100 % of ./U153_P17_R67010e85ec56fd55436cdbec_S1@100.cc.cc17o2 material
./U139_P17_R6704b6dbc773bad1dc4dcf71_S1@100.cc.cc17o2 consists for 100 % of ./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 material
./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 consists for 100 % of ./U2_P17_R67024ff5c773bad1dc4bcf09_S1@100.cc.cc17o2 material
./U213_P17_R670495b2c773bad1dc4dbe28_S1@100.cc.cc17o2 consists for 100 % of ./U217_P17_R67038babc773bad1dc4c8ea9_S1@100.cc.cc17o2 material
./U173_P17_R6701f5bcc773bad1dc4b965a_S1@100.cc.cc17o2 consists for 100 % of ./U224_P17_R6701007cec56fd55436cbbfa_S1@100.cc.cc17o2 material
./U193_P17_R6708dd44c773bad1dc4f11a9_S2@0.cc.cc17o2 consists for 95 % of ./U195_P17_R67013f7bc773bad1dc4b6348_S7@0.cc.cc17o2 material
./U150_P17_R67014aa1c773bad1dc4b6e4c_S1@100.cc.cc17o2 consists for 89 % of ./U219_P17_R6701144bec56fd55436cdedd_S1@100.cc.cc17o2 material
./U150_P17_R67014aa1c773bad1dc4b6e4c_S1@100.cc.cc17o2 consists for 11 % of ./U162_P17_R6703b531c773bad1dc4d2faf_S1@100.cc.cc17o2 material
./U231_P17_R6706af5cc773bad1dc4ec09c_S1@100.cc.cc17o2 consists for 89 % of ./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2 material
./U143_P17_R67051d15c773bad1dc4e01a5_S1@100.cc.cc17o2 consists for 87 % of ./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 material
./U143_P17_R67051d15c773bad1dc4e01a5_S1@100.cc.cc17o2 consists for 13 % of ./U145_P17_R67054b18c773bad1dc4e2f65_S1@100.cc.cc17o2 material
./U152_P17_R6703a020c773bad1dc4cf51d_S1@100.cc.cc17o2 consists for 84 % of ./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 material
./U128_P17_R6705dff2c773bad1dc4e52a6_S1@100.cc.cc17o2 consists for 80 % of ./U130_P17_R6702982ac773bad1dc4bffad_S1@100.cc.cc17o2 material
./U128_P17_R6705dff2c773bad1dc4e52a6_S1@100.cc.cc17o2 consists for 18 % of ./U135_P17_R67038ce6c773bad1dc4c9478_S1@100.cc.cc17o2 material
./U208_P17_R6706786ac773bad1dc4ea315_S1@100.cc.cc17o2 consists for 77 % of ./U230_P17_R6700fc05ec56fd55436caf58_S1@100.cc.cc17o2 material
./U208_P17_R6706786ac773bad1dc4ea315_S1@100.cc.cc17o2 consists for 10 % of ./U226_P17_R67025009c773bad1dc4bcf2e_S1@100.cc.cc17o2 material
./U218_P17_R6700fa5cec56fd55436ca70c_S1@100.cc.cc17o2 consists for 77 % of ./U221_P17_R6700f808ec56fd55436c9fdf_S1@100.cc.cc17o2 material
./U168_P17_R670384bbc773bad1dc4c6f75_S1@100.cc.cc17o2 consists for 76 % of ./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 material
./U168_P17_R670384bbc773bad1dc4c6f75_S1@100.cc.cc17o2 consists for 17 % of ./U234_P17_R6704fd27c773bad1dc4dec72_S6@10.cc.cc17o2 material
./U148_P17_R670481bcc773bad1dc4db7e4_S1@100.cc.cc17o2 consists for 71 % of ./U153_P17_R67010e85ec56fd55436cdbec_S1@100.cc.cc17o2 material
./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2 consists for 67 % of ./U217_P17_R67038babc773bad1dc4c8ea9_S1@100.cc.cc17o2 material
./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2 consists for 19 % of ./U239_P17_R67050332c773bad1dc4df073_S2@10.cc.cc17o2 material
./U216_P17_R6703fbf0c773bad1dc4d9d1f_S1@100.cc.cc17o2 consists for 14 % of ./U225_P17_R670282dfc773bad1dc4beff5_S1@100.cc.cc17o2 material
./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 consists for 66 % of ./U217_P17_R67038babc773bad1dc4c8ea9_S1@100.cc.cc17o2 material
./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 consists for 34 % of ./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 material
./U127_P17_R6702955bc773bad1dc4bfc90_S1@100.cc.cc17o2 consists for 64 % of ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 material
./U127_P17_R6702955bc773bad1dc4bfc90_S1@100.cc.cc17o2 consists for 36 % of ./U189_P17_R67029a5bc773bad1dc4c02ce_S1@100.cc.cc17o2 material
./U153_P17_R67010e85ec56fd55436cdbec_S1@100.cc.cc17o2 consists for 63 % of ./U169_P17_R6708ee95c773bad1dc4f16b3_S2@10.cc.cc17o2 material
./U161_P17_R6703d051c773bad1dc4d620d_S1@100.cc.cc17o2 consists for 63 % of ./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 material
./U161_P17_R6703d051c773bad1dc4d620d_S1@100.cc.cc17o2 consists for 37 % of ./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 material
./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 consists for 62 % of ./U177_P17_R6705f9ecc773bad1dc4e62ad_S1@100.cc.cc17o2 material
./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 consists for 15 % of ./U185_P17_R67024518c773bad1dc4bc6d3_S1@100.cc.cc17o2 material
./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 consists for 11 % of ./U210_P17_R670697d0c773bad1dc4eb1d0_S1@100.cc.cc17o2 material
./U171_P17_R67039d9fc773bad1dc4ce989_S1@100.cc.cc17o2 consists for 10 % of ./U192_P17_R670346fbc773bad1dc4c2f1f_S1@100.cc.cc17o2 material
./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2 consists for 62 % of ./U238_P17_R670601b2c773bad1dc4e6836_S1@100.cc.cc17o2 material
./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2 consists for 26 % of ./U234_P17_R6704fd27c773bad1dc4dec72_S6@10.cc.cc17o2 material
./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2 consists for 12 % of ./U236_P17_R670172cfc773bad1dc4b86a1_S1@100.cc.cc17o2 material
./U225_P17_R670282dfc773bad1dc4beff5_S1@100.cc.cc17o2 consists for 61 % of ./U229_P17_R6701651ec773bad1dc4b7e39_S1@100.cc.cc17o2 material
./U225_P17_R670282dfc773bad1dc4beff5_S1@100.cc.cc17o2 consists for 23 % of ./U232_P17_R67038811c773bad1dc4c8080_S1@100.cc.cc17o2 material
./U182_P17_R67010005ec56fd55436cbaa6_S1@100.cc.cc17o2 consists for 61 % of ./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 material
./U182_P17_R67010005ec56fd55436cbaa6_S1@100.cc.cc17o2 consists for 22 % of ./U233_P17_R6702ae48c773bad1dc4c1259_S1@100.cc.cc17o2 material
./U182_P17_R67010005ec56fd55436cbaa6_S1@100.cc.cc17o2 consists for 11 % of ./U186_P17_R6700f5e5ec56fd55436c9c28_S1@100.cc.cc17o2 material
./U129_P17_R6703722dc773bad1dc4c4abb_S1@100.cc.cc17o2 consists for 60 % of ./U140_P17_R6702642cc773bad1dc4bdbc6_S1@100.cc.cc17o2 material
./U129_P17_R6703722dc773bad1dc4c4abb_S1@100.cc.cc17o2 consists for 10 % of ./U144_P17_R67064b18c773bad1dc4e9835_S1@100.cc.cc17o2 material
./U129_P17_R6703722dc773bad1dc4c4abb_S1@100.cc.cc17o2 consists for 8 % of ./U130_P17_R6702982ac773bad1dc4bffad_S1@100.cc.cc17o2 material
./U144_P17_R67064b18c773bad1dc4e9835_S1@100.cc.cc17o2 consists for 59 % of ./U158_P17_R670120c3ec56fd55436ce490_S1@100.cc.cc17o2 material
./U144_P17_R67064b18c773bad1dc4e9835_S1@100.cc.cc17o2 consists for 17 % of ./U157_P17_R6703c377c773bad1dc4d5144_S1@100.cc.cc17o2 material
./U144_P17_R67064b18c773bad1dc4e9835_S1@100.cc.cc17o2 consists for 8 % of ./U162_P17_R6703b531c773bad1dc4d2faf_S1@100.cc.cc17o2 material
./U190_P17_R6701230aec56fd55436ce581_S1@100.cc.cc17o2 consists for 58 % of ./U202_P17_R6708b0ebc773bad1dc4f073a_S2@0.cc.cc17o2 material
./U190_P17_R6701230aec56fd55436ce581_S1@100.cc.cc17o2 consists for 14 % of ./U200_P17_R6700e422ec56fd55436c6bd0_S1@100.cc.cc17o2 material
./U190_P17_R6701230aec56fd55436ce581_S1@100.cc.cc17o2 consists for 9 % of ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 material
./U190_P17_R6701230aec56fd55436ce581_S1@100.cc.cc17o2 consists for 7 % of ./U218_P17_R6700fa5cec56fd55436ca70c_S1@100.cc.cc17o2 material
./U188_P17_R67010d9aec56fd55436cdb22_S1@100.cc.cc17o2 consists for 58 % of ./U230_P17_R6700fc05ec56fd55436caf58_S1@100.cc.cc17o2 material
./U188_P17_R67010d9aec56fd55436cdb22_S1@100.cc.cc17o2 consists for 34 % of ./U208_P17_R6706786ac773bad1dc4ea315_S1@100.cc.cc17o2 material
./U166_P17_R67079b40c773bad1dc4ede29_S1@100.cc.cc17o2 consists for 54 % of ./U198_P17_R67027dbac773bad1dc4bed97_S1@100.cc.cc17o2 material
./U166_P17_R67079b40c773bad1dc4ede29_S1@100.cc.cc17o2 consists for 24 % of ./U180_P17_R67021186c773bad1dc4ba413_S1@100.cc.cc17o2 material
./U166_P17_R67079b40c773bad1dc4ede29_S1@100.cc.cc17o2 consists for 22 % of ./U169_P17_R6708ee95c773bad1dc4f16b3_S2@10.cc.cc17o2 material
./U223_P17_R67062675c773bad1dc4e845b_S1@100.cc.cc17o2 consists for 54 % of ./U231_P17_R6706af5cc773bad1dc4ec09c_S1@100.cc.cc17o2 material
./U223_P17_R67062675c773bad1dc4e845b_S1@100.cc.cc17o2 consists for 46 % of ./U235_P17_R67062dd2c773bad1dc4e8a3e_S1@100.cc.cc17o2 material
./U170_P17_R670397cfc773bad1dc4ccea0_S1@100.cc.cc17o2 consists for 52 % of ./U184_P17_R67010a3bec56fd55436cd4cc_S1@100.cc.cc17o2 material
./U170_P17_R670397cfc773bad1dc4ccea0_S1@100.cc.cc17o2 consists for 23 % of ./U182_P17_R67010005ec56fd55436cbaa6_S1@100.cc.cc17o2 material
./U170_P17_R670397cfc773bad1dc4ccea0_S1@100.cc.cc17o2 consists for 10 % of ./U197_P17_R6700e50bec56fd55436c6e38_S1@100.cc.cc17o2 material
./U149_P17_R67010572ec56fd55436ccb2b_S1@100.cc.cc17o2 consists for 50 % of ./U152_P17_R6703a020c773bad1dc4cf51d_S1@100.cc.cc17o2 material
./U149_P17_R67010572ec56fd55436ccb2b_S1@100.cc.cc17o2 consists for 15 % of ./U154_P17_R67039806c773bad1dc4ccfeb_S1@100.cc.cc17o2 material
