File ./U127_P18_R67039178c773bad1dc4cacb7_S2@60.cc.cc17o2: 217 tokens, 36 lines (not NL-terminated)
File ./U157_P18_R6708ddbec773bad1dc4f11e7_S1@100.cc.cc17o2: 137 tokens, 17 lines (not NL-terminated)
File ./U158_P18_R670258a9c773bad1dc4bd2c6_S1@100.cc.cc17o2: 198 tokens, 31 lines (not NL-terminated)
File ./U159_P18_R6702b96ec773bad1dc4c193f_S1@100.cc.cc17o2: 136 tokens, 22 lines (not NL-terminated)
File ./U160_P18_R67060b99c773bad1dc4e7171_S1@100.cc.cc17o2: 131 tokens, 65 lines (not NL-terminated)
File ./U161_P18_R6704bf87c773bad1dc4dd59b_S1@100.cc.cc17o2: 110 tokens, 20 lines (not NL-terminated)
File ./U162_P18_R6704f7c1c773bad1dc4de8f1_S1@100.cc.cc17o2: 147 tokens, 27 lines (not NL-terminated)
File ./U166_P18_R67079ab5c773bad1dc4eddc2_S2@10.cc.cc17o2: 107 tokens, 22 lines (not NL-terminated)
File ./U168_P18_R670550fdc773bad1dc4e368d_S1@100.cc.cc17o2: 148 tokens, 28 lines (not NL-terminated)
File ./U170_P18_R6705d2bdc773bad1dc4e4dcb_S2@10.cc.cc17o2: 92 tokens, 12 lines (not NL-terminated)
File ./U171_P18_R670550acc773bad1dc4e35f8_S1@100.cc.cc17o2: 129 tokens, 26 lines (not NL-terminated)
File ./U173_P18_R67037dd4c773bad1dc4c5781_S2@20.cc.cc17o2: 67 tokens, 11 lines (not NL-terminated)
File ./U174_P18_R67060c07c773bad1dc4e71c0_S1@100.cc.cc17o2: 99 tokens, 24 lines (not NL-terminated)
File ./U175_P18_R6706804ec773bad1dc4ea6b9_S1@100.cc.cc17o2: 134 tokens, 17 lines (not NL-terminated)
File ./U176_P18_R67017295c773bad1dc4b865d_S1@100.cc.cc17o2: 107 tokens, 21 lines (not NL-terminated)
File ./U178_P18_R6706148ac773bad1dc4e796b_S1@100.cc.cc17o2: 96 tokens, 16 lines (not NL-terminated)
File ./U179_P18_R67016a98c773bad1dc4b83c2_S1@100.cc.cc17o2: 295 tokens, 50 lines (not NL-terminated)
File ./U180_P18_R6703af6ec773bad1dc4d266b_S1@100.cc.cc17o2: 180 tokens, 28 lines (not NL-terminated)
File ./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2: 169 tokens, 25 lines (not NL-terminated)
File ./U182_P18_R670221fac773bad1dc4ba9e2_S1@100.cc.cc17o2: 102 tokens, 20 lines (not NL-terminated)
File ./U183_P18_R6702a05ac773bad1dc4c093f_S1@100.cc.cc17o2: 180 tokens, 28 lines (not NL-terminated)
File ./U184_P18_R67024512c773bad1dc4bc6b3_S1@100.cc.cc17o2: 239 tokens, 37 lines (not NL-terminated)
File ./U185_P18_R67034ec5c773bad1dc4c36c3_S1@100.cc.cc17o2: 139 tokens, 21 lines (not NL-terminated)
File ./U188_P18_R67050918c773bad1dc4df489_S1@100.cc.cc17o2: 143 tokens, 17 lines (not NL-terminated)
File ./U189_P18_R67065d32c773bad1dc4e9c01_S1@100.cc.cc17o2: 96 tokens, 16 lines (not NL-terminated)
File ./U190_P18_R6701468bc773bad1dc4b6ac4_S1@100.cc.cc17o2: 141 tokens, 23 lines (not NL-terminated)
File ./U191_P18_R6704b6c9c773bad1dc4dcf4c_S1@100.cc.cc17o2: 132 tokens, 16 lines (not NL-terminated)
File ./U194_P18_R6705526bc773bad1dc4e3812_S1@100.cc.cc17o2: 273 tokens, 50 lines (not NL-terminated)
File ./U197_P18_R67010085ec56fd55436cbc18_S1@100.cc.cc17o2: 202 tokens, 27 lines (not NL-terminated)
File ./U199_P18_R6705f3e8c773bad1dc4e5db9_S1@100.cc.cc17o2: 106 tokens, 23 lines (not NL-terminated)
File ./U200_P18_R6701054aec56fd55436ccabc_S1@100.cc.cc17o2: 143 tokens, 14 lines (not NL-terminated)
File ./U201_P18_R67014546c773bad1dc4b68dd_S1@100.cc.cc17o2: 189 tokens, 25 lines (not NL-terminated)
File ./U203_P18_R67051732c773bad1dc4dfbb0_S2@10.cc.cc17o2: 190 tokens, 55 lines (not NL-terminated)
File ./U205_P18_R67010d92ec56fd55436cdb01_S1@100.cc.cc17o2: 201 tokens, 24 lines (not NL-terminated)
File ./U207_P18_R6706149dc773bad1dc4e7981_S2@20.cc.cc17o2: 69 tokens, 20 lines (not NL-terminated)
File ./U210_P18_R6708e8f6c773bad1dc4f1547_S2@20.cc.cc17o2: 224 tokens, 35 lines (not NL-terminated)
File ./U211_P18_R67038552c773bad1dc4c72fe_S1@100.cc.cc17o2: 145 tokens, 18 lines (not NL-terminated)
File ./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2: 102 tokens, 19 lines (not NL-terminated)
File ./U214_P18_R67012d95ec56fd55436ceb3b_S6@0.cc.cc17o2: 74 tokens, 13 lines (not NL-terminated)
File ./U215_P18_R670398acc773bad1dc4cd391_S2@10.cc.cc17o2: 119 tokens, 26 lines (not NL-terminated)
File ./U216_P18_R6706a60cc773bad1dc4ebcf5_S1@100.cc.cc17o2: 164 tokens, 33 lines (not NL-terminated)
File ./U217_P18_R6703856ec773bad1dc4c73d9_S6@0.cc.cc17o2: 108 tokens, 17 lines (not NL-terminated)
File ./U219_P18_R6703672dc773bad1dc4c466e_S1@100.cc.cc17o2: 222 tokens, 44 lines (not NL-terminated)
File ./U221_P18_R67024c59c773bad1dc4bcc0d_S1@100.cc.cc17o2: 92 tokens, 13 lines (not NL-terminated)
File ./U222_P18_R670603aac773bad1dc4e6970_S1@100.cc.cc17o2: 193 tokens, 31 lines (not NL-terminated)
File ./U224_P18_R67050b27c773bad1dc4df51d_S1@100.cc.cc17o2: 203 tokens, 29 lines (not NL-terminated)
File ./U227_P18_R67024016c773bad1dc4bc0db_S1@100.cc.cc17o2: 210 tokens, 30 lines (not NL-terminated)
File ./U229_P18_R6701822fc773bad1dc4b8881_S1@100.cc.cc17o2: 131 tokens, 15 lines (not NL-terminated)
File ./U230_P18_R67060980c773bad1dc4e6ff5_S1@100.cc.cc17o2: 103 tokens, 19 lines (not NL-terminated)
File ./U233_P18_R670631c5c773bad1dc4e8c36_S1@100.cc.cc17o2: 208 tokens, 40 lines (not NL-terminated)
File ./U236_P18_R6703be2bc773bad1dc4d4aae_S1@100.cc.cc17o2: 278 tokens, 52 lines (not NL-terminated)
File ./U237_P18_R67052a35c773bad1dc4e1413_S2@20.cc.cc17o2: 349 tokens, 58 lines (not NL-terminated)
File ./U238_P18_R67062a90c773bad1dc4e87a6_S2@10.cc.cc17o2: 129 tokens, 28 lines (not NL-terminated)
File ./U2_P18_R670499f2c773bad1dc4dc08c_S1@100.cc.cc17o2: 123 tokens, 16 lines (not NL-terminated)
File ./U48_P18_R67022518c773bad1dc4bad1d_S2@20.cc.cc17o2: 70 tokens, 19 lines (not NL-terminated)
Total input: 78 files (78 new, 0 old), 12263 tokens

./U130_P18_R67029a7fc773bad1dc4c02e4_S1@100.cc.cc17o2 consists for 100 % of ./U131_P18_R67052d1cc773bad1dc4e1726_S1@100.cc.cc17o2 material
./U136_P18_R6704f789c773bad1dc4de85e_S1@100.cc.cc17o2 consists for 100 % of ./U137_P18_R6704b33dc773bad1dc4dcd05_S1@100.cc.cc17o2 material
./U133_P18_R67055e7bc773bad1dc4e41fe_S2@20.cc.cc17o2 consists for 100 % of ./U48_P18_R67022518c773bad1dc4bad1d_S2@20.cc.cc17o2 material
./U180_P18_R6703af6ec773bad1dc4d266b_S1@100.cc.cc17o2 consists for 100 % of ./U183_P18_R6702a05ac773bad1dc4c093f_S1@100.cc.cc17o2 material
./U131_P18_R67052d1cc773bad1dc4e1726_S1@100.cc.cc17o2 consists for 100 % of ./U143_P18_R67052776c773bad1dc4e10dc_S1@100.cc.cc17o2 material
./U178_P18_R6706148ac773bad1dc4e796b_S1@100.cc.cc17o2 consists for 100 % of ./U189_P18_R67065d32c773bad1dc4e9c01_S1@100.cc.cc17o2 material
./U189_P18_R67065d32c773bad1dc4e9c01_S1@100.cc.cc17o2 consists for 100 % of ./U199_P18_R6705f3e8c773bad1dc4e5db9_S1@100.cc.cc17o2 material
./U134_P18_R67015be5c773bad1dc4b7864_S1@100.cc.cc17o2 consists for 100 % of ./U190_P18_R6701468bc773bad1dc4b6ac4_S1@100.cc.cc17o2 material
./U128_P18_R6705fbd7c773bad1dc4e63e3_S1@100.cc.cc17o2 consists for 100 % of ./U130_P18_R67029a7fc773bad1dc4c02e4_S1@100.cc.cc17o2 material
./U173_P18_R67037dd4c773bad1dc4c5781_S2@20.cc.cc17o2 consists for 100 % of ./U48_P18_R67022518c773bad1dc4bad1d_S2@20.cc.cc17o2 material
./U174_P18_R67060c07c773bad1dc4e71c0_S1@100.cc.cc17o2 consists for 98 % of ./U199_P18_R6705f3e8c773bad1dc4e5db9_S1@100.cc.cc17o2 material
./U143_P18_R67052776c773bad1dc4e10dc_S1@100.cc.cc17o2 consists for 98 % of ./U158_P18_R670258a9c773bad1dc4bd2c6_S1@100.cc.cc17o2 material
./U145_P18_R67054d2cc773bad1dc4e3133_S1@100.cc.cc17o2 consists for 92 % of ./U158_P18_R670258a9c773bad1dc4bd2c6_S1@100.cc.cc17o2 material
./U200_P18_R6701054aec56fd55436ccabc_S1@100.cc.cc17o2 consists for 85 % of ./U211_P18_R67038552c773bad1dc4c72fe_S1@100.cc.cc17o2 material
./U146_P18_R67067ecac773bad1dc4ea5cf_S1@100.cc.cc17o2 consists for 78 % of ./U147_P18_R670486a2c773bad1dc4db99e_S1@100.cc.cc17o2 material
./U154_P18_R6706094ac773bad1dc4e6fc4_S1@100.cc.cc17o2 consists for 75 % of ./U156_P18_R6706108fc773bad1dc4e74f8_S1@100.cc.cc17o2 material
./U154_P18_R6706094ac773bad1dc4e6fc4_S1@100.cc.cc17o2 consists for 25 % of ./U216_P18_R6706a60cc773bad1dc4ebcf5_S1@100.cc.cc17o2 material
./U149_P18_R6704b914c773bad1dc4dd1d9_S1@100.cc.cc17o2 consists for 66 % of ./U159_P18_R6702b96ec773bad1dc4c193f_S1@100.cc.cc17o2 material
./U161_P18_R6704bf87c773bad1dc4dd59b_S1@100.cc.cc17o2 consists for 65 % of ./U171_P18_R670550acc773bad1dc4e35f8_S1@100.cc.cc17o2 material
./U161_P18_R6704bf87c773bad1dc4dd59b_S1@100.cc.cc17o2 consists for 35 % of ./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 material
./U219_P18_R6703672dc773bad1dc4c466e_S1@100.cc.cc17o2 consists for 64 % of ./U233_P18_R670631c5c773bad1dc4e8c36_S1@100.cc.cc17o2 material
./U147_P18_R670486a2c773bad1dc4db99e_S1@100.cc.cc17o2 consists for 62 % of ./U194_P18_R6705526bc773bad1dc4e3812_S1@100.cc.cc17o2 material
./U139_P18_R67051d3ac773bad1dc4e01e6_S1@100.cc.cc17o2 consists for 61 % of ./U143_P18_R67052776c773bad1dc4e10dc_S1@100.cc.cc17o2 material
./U139_P18_R67051d3ac773bad1dc4e01e6_S1@100.cc.cc17o2 consists for 11 % of ./U146_P18_R67067ecac773bad1dc4ea5cf_S1@100.cc.cc17o2 material
./U159_P18_R6702b96ec773bad1dc4c193f_S1@100.cc.cc17o2 consists for 54 % of ./U161_P18_R6704bf87c773bad1dc4dd59b_S1@100.cc.cc17o2 material
./U159_P18_R6702b96ec773bad1dc4c193f_S1@100.cc.cc17o2 consists for 18 % of ./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2 material
./U199_P18_R6705f3e8c773bad1dc4e5db9_S1@100.cc.cc17o2 consists for 42 % of ./U230_P18_R67060980c773bad1dc4e6ff5_S1@100.cc.cc17o2 material
./U157_P18_R6708ddbec773bad1dc4f11e7_S1@100.cc.cc17o2 consists for 39 % of ./U160_P18_R67060b99c773bad1dc4e7171_S1@100.cc.cc17o2 material
./U221_P18_R67024c59c773bad1dc4bcc0d_S1@100.cc.cc17o2 consists for 38 % of ./U230_P18_R67060980c773bad1dc4e6ff5_S1@100.cc.cc17o2 material
./U221_P18_R67024c59c773bad1dc4bcc0d_S1@100.cc.cc17o2 consists for 27 % of ./U229_P18_R6701822fc773bad1dc4b8881_S1@100.cc.cc17o2 material
./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 consists for 36 % of ./U221_P18_R67024c59c773bad1dc4bcc0d_S1@100.cc.cc17o2 material
./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 consists for 31 % of ./U229_P18_R6701822fc773bad1dc4b8881_S1@100.cc.cc17o2 material
./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 consists for 28 % of ./U230_P18_R67060980c773bad1dc4e6ff5_S1@100.cc.cc17o2 material
./U168_P18_R670550fdc773bad1dc4e368d_S1@100.cc.cc17o2 consists for 34 % of ./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2 material
./U155_P18_R6703cfdec773bad1dc4d60ff_S1@100.cc.cc17o2 consists for 31 % of ./U179_P18_R67016a98c773bad1dc4b83c2_S1@100.cc.cc17o2 material
./U155_P18_R6703cfdec773bad1dc4d60ff_S1@100.cc.cc17o2 consists for 21 % of ./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 material
./U166_P18_R67079ab5c773bad1dc4eddc2_S2@10.cc.cc17o2 consists for 31 % of ./U48_P18_R67022518c773bad1dc4bad1d_S2@20.cc.cc17o2 material
./U229_P18_R6701822fc773bad1dc4b8881_S1@100.cc.cc17o2 consists for 30 % of ./U230_P18_R67060980c773bad1dc4e6ff5_S1@100.cc.cc17o2 material
./U152_P18_R6703a2f4c773bad1dc4d009f_S2@20.cc.cc17o2 consists for 29 % of ./U173_P18_R67037dd4c773bad1dc4c5781_S2@20.cc.cc17o2 material
./U170_P18_R6705d2bdc773bad1dc4e4dcb_S2@10.cc.cc17o2 consists for 29 % of ./U173_P18_R67037dd4c773bad1dc4c5781_S2@20.cc.cc17o2 material
./U137_P18_R6704b33dc773bad1dc4dcd05_S1@100.cc.cc17o2 consists for 28 % of ./U143_P18_R67052776c773bad1dc4e10dc_S1@100.cc.cc17o2 material
./U137_P18_R6704b33dc773bad1dc4dcd05_S1@100.cc.cc17o2 consists for 16 % of ./U145_P18_R67054d2cc773bad1dc4e3133_S1@100.cc.cc17o2 material
./U171_P18_R670550acc773bad1dc4e35f8_S1@100.cc.cc17o2 consists for 27 % of ./U175_P18_R6706804ec773bad1dc4ea6b9_S1@100.cc.cc17o2 material
./U148_P18_R6703a885c773bad1dc4d13e9_S2@20.cc.cc17o2 consists for 27 % of ./U215_P18_R670398acc773bad1dc4cd391_S2@10.cc.cc17o2 material
./U148_P18_R6703a885c773bad1dc4d13e9_S2@20.cc.cc17o2 consists for 17 % of ./U166_P18_R67079ab5c773bad1dc4eddc2_S2@10.cc.cc17o2 material
./U175_P18_R6706804ec773bad1dc4ea6b9_S1@100.cc.cc17o2 consists for 26 % of ./U179_P18_R67016a98c773bad1dc4b83c2_S1@100.cc.cc17o2 material
./U138_P18_R67064bbac773bad1dc4e9888_S2@20.cc.cc17o2 consists for 26 % of ./U148_P18_R6703a885c773bad1dc4d13e9_S2@20.cc.cc17o2 material
./U222_P18_R670603aac773bad1dc4e6970_S1@100.cc.cc17o2 consists for 26 % of ./U227_P18_R67024016c773bad1dc4bc0db_S1@100.cc.cc17o2 material
./U160_P18_R67060b99c773bad1dc4e7171_S1@100.cc.cc17o2 consists for 24 % of ./U174_P18_R67060c07c773bad1dc4e71c0_S1@100.cc.cc17o2 material
./U160_P18_R67060b99c773bad1dc4e7171_S1@100.cc.cc17o2 consists for 19 % of ./U216_P18_R6706a60cc773bad1dc4ebcf5_S1@100.cc.cc17o2 material
./U205_P18_R67010d92ec56fd55436cdb01_S1@100.cc.cc17o2 consists for 24 % of ./U211_P18_R67038552c773bad1dc4c72fe_S1@100.cc.cc17o2 material
./U176_P18_R67017295c773bad1dc4b865d_S1@100.cc.cc17o2 consists for 24 % of ./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 material
./U142_P18_R6703e14ec773bad1dc4d776c_S2@20.cc.cc17o2 consists for 24 % of ./U153_P18_R6703f92ac773bad1dc4d9a99_S1@100.cc.cc17o2 material
./U156_P18_R6706108fc773bad1dc4e74f8_S1@100.cc.cc17o2 consists for 23 % of ./U190_P18_R6701468bc773bad1dc4b6ac4_S1@100.cc.cc17o2 material
./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2 consists for 21 % of ./U213_P18_R6705d743c773bad1dc4e4f3b_S1@100.cc.cc17o2 material
./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2 consists for 18 % of ./U201_P18_R67014546c773bad1dc4b68dd_S1@100.cc.cc17o2 material
./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2 consists for 15 % of ./U190_P18_R6701468bc773bad1dc4b6ac4_S1@100.cc.cc17o2 material
./U191_P18_R6704b6c9c773bad1dc4dcf4c_S1@100.cc.cc17o2 consists for 20 % of ./U199_P18_R6705f3e8c773bad1dc4e5db9_S1@100.cc.cc17o2 material
./U179_P18_R67016a98c773bad1dc4b83c2_S1@100.cc.cc17o2 consists for 20 % of ./U181_P18_R670163ffc773bad1dc4b7d4c_S1@100.cc.cc17o2 material
./U179_P18_R67016a98c773bad1dc4b83c2_S1@100.cc.cc17o2 consists for 8 % of ./U230_P18_R67060980c773bad1dc4e6ff5_S1@100.cc.cc17o2 material
./U140_P18_R6702bfbfc773bad1dc4c1e5c_S2@50.cc.cc17o2 consists for 19 % of ./U210_P18_R6708e8f6c773bad1dc4f1547_S2@20.cc.cc17o2 material
./U183_P18_R6702a05ac773bad1dc4c093f_S1@100.cc.cc17o2 consists for 18 % of ./U229_P18_R6701822fc773bad1dc4b8881_S1@100.cc.cc17o2 material
./U197_P18_R67010085ec56fd55436cbc18_S1@100.cc.cc17o2 consists for 17 % of ./U227_P18_R67024016c773bad1dc4bc0db_S1@100.cc.cc17o2 material
./U211_P18_R67038552c773bad1dc4c72fe_S1@100.cc.cc17o2 consists for 17 % of ./U224_P18_R67050b27c773bad1dc4df51d_S1@100.cc.cc17o2 material
./U141_P18_R67050459c773bad1dc4df18c_S1@100.cc.cc17o2 consists for 16 % of ./U2_P18_R670499f2c773bad1dc4dc08c_S1@100.cc.cc17o2 material
./U227_P18_R67024016c773bad1dc4bc0db_S1@100.cc.cc17o2 consists for 14 % of ./U48_P18_R67022518c773bad1dc4bad1d_S2@20.cc.cc17o2 material
./U203_P18_R67051732c773bad1dc4dfbb0_S2@10.cc.cc17o2 consists for 14 % of ./U210_P18_R6708e8f6c773bad1dc4f1547_S2@20.cc.cc17o2 material
./U203_P18_R67051732c773bad1dc4dfbb0_S2@10.cc.cc17o2 consists for 13 % of ./U215_P18_R670398acc773bad1dc4cd391_S2@10.cc.cc17o2 material
./U153_P18_R6703f92ac773bad1dc4d9a99_S1@100.cc.cc17o2 consists for 14 % of ./U203_P18_R67051732c773bad1dc4dfbb0_S2@10.cc.cc17o2 material
./U201_P18_R67014546c773bad1dc4b68dd_S1@100.cc.cc17o2 consists for 13 % of ./U2_P18_R670499f2c773bad1dc4dc08c_S1@100.cc.cc17o2 material
./U158_P18_R670258a9c773bad1dc4bd2c6_S1@100.cc.cc17o2 consists for 13 % of ./U179_P18_R67016a98c773bad1dc4b83c2_S1@100.cc.cc17o2 material
./U224_P18_R67050b27c773bad1dc4df51d_S1@100.cc.cc17o2 consists for 12 % of ./U2_P18_R670499f2c773bad1dc4dc08c_S1@100.cc.cc17o2 material
./U236_P18_R6703be2bc773bad1dc4d4aae_S1@100.cc.cc17o2 consists for 9 % of ./U2_P18_R670499f2c773bad1dc4dc08c_S1@100.cc.cc17o2 material
