File ./U127_P90_R6702756ac773bad1dc4be832_S3@70.cc.cc17o2: 326 tokens, 59 lines (not NL-terminated)
File ./U168_P90_R67038d35c773bad1dc4c9675_S1@100.cc.cc17o2: 340 tokens, 53 lines (not NL-terminated)
File ./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2: 466 tokens, 69 lines (not NL-terminated)
File ./U171_P90_R6703a703c773bad1dc4d0fe5_S1@100.cc.cc17o2: 342 tokens, 44 lines (not NL-terminated)
File ./U173_P90_R6701f7f5c773bad1dc4b97df_S1@100.cc.cc17o2: 449 tokens, 42 lines (not NL-terminated)
File ./U174_P90_R670544d8c773bad1dc4e2c02_S1@100.cc.cc17o2: 408 tokens, 71 lines (not NL-terminated)
File ./U175_P90_R6703cfe8c773bad1dc4d611e_S1@100.cc.cc17o2: 352 tokens, 50 lines (not NL-terminated)
File ./U176_P90_R67027c4dc773bad1dc4becd8_S1@100.cc.cc17o2: 502 tokens, 73 lines (not NL-terminated)
File ./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2: 346 tokens, 50 lines (not NL-terminated)
File ./U178_P90_R6703d7b4c773bad1dc4d68a8_S1@100.cc.cc17o2: 1033 tokens, 235 lines (not NL-terminated)
File ./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2: 467 tokens, 75 lines (not NL-terminated)
File ./U180_P90_R6702294cc773bad1dc4bb10e_S1@100.cc.cc17o2: 647 tokens, 117 lines (not NL-terminated)
File ./U181_P90_R6701f2a1c773bad1dc4b94d1_S1@100.cc.cc17o2: 466 tokens, 85 lines (not NL-terminated)
File ./U182_P90_R67069641c773bad1dc4eb102_S1@100.cc.cc17o2: 474 tokens, 82 lines (not NL-terminated)
File ./U183_P90_R67010397ec56fd55436cc73d_S1@100.cc.cc17o2: 474 tokens, 78 lines (not NL-terminated)
File ./U184_P90_R670166a1c773bad1dc4b7ef5_S1@100.cc.cc17o2: 458 tokens, 71 lines (not NL-terminated)
File ./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2: 549 tokens, 95 lines (not NL-terminated)
File ./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2: 474 tokens, 84 lines (not NL-terminated)
File ./U188_P90_R6704965ac773bad1dc4dbf4a_S1@100.cc.cc17o2: 328 tokens, 41 lines (not NL-terminated)
File ./U189_P90_R67039241c773bad1dc4cb113_S1@100.cc.cc17o2: 341 tokens, 47 lines (not NL-terminated)
File ./U190_P90_R670247cec773bad1dc4bc93b_S1@100.cc.cc17o2: 538 tokens, 103 lines (not NL-terminated)
File ./U191_P90_R6701440ac773bad1dc4b67a3_S1@100.cc.cc17o2: 429 tokens, 46 lines (not NL-terminated)
File ./U192_P90_R67027363c773bad1dc4be5e9_S1@100.cc.cc17o2: 523 tokens, 64 lines (not NL-terminated)
File ./U193_P90_R6708df43c773bad1dc4f12c3_S2@0.cc.cc17o2: 645 tokens, 112 lines (not NL-terminated)
File ./U194_P90_R6704e4dfc773bad1dc4ddd8a_S1@100.cc.cc17o2: 559 tokens, 127 lines (not NL-terminated)
File ./U196_P90_R6703bbf6c773bad1dc4d449f_S1@100.cc.cc17o2: 422 tokens, 58 lines (not NL-terminated)
File ./U197_P90_R67013b5dec56fd55436cfef4_S1@100.cc.cc17o2: 511 tokens, 70 lines (not NL-terminated)
File ./U198_P90_R67028cbec773bad1dc4bf430_S1@100.cc.cc17o2: 411 tokens, 65 lines (not NL-terminated)
File ./U199_P90_R6705f344c773bad1dc4e5c7a_S1@100.cc.cc17o2: 433 tokens, 55 lines (not NL-terminated)
File ./U200_P90_R67013d23ec56fd55436d0127_S1@100.cc.cc17o2: 358 tokens, 34 lines (not NL-terminated)
File ./U201_P90_R670148b0c773bad1dc4b6c27_S1@100.cc.cc17o2: 434 tokens, 79 lines (not NL-terminated)
File ./U202_P90_R6708b77ec773bad1dc4f0a7f_S2@0.cc.cc17o2: 648 tokens, 88 lines (not NL-terminated)
File ./U203_P90_R67061fe5c773bad1dc4e811c_S2@0.cc.cc17o2: 289 tokens, 68 lines (not NL-terminated)
File ./U204_P90_R67037ce5c773bad1dc4c5556_S1@100.cc.cc17o2: 505 tokens, 71 lines (not NL-terminated)
File ./U205_P90_R67010654ec56fd55436cccab_S1@100.cc.cc17o2: 378 tokens, 57 lines (not NL-terminated)
File ./U206_P90_R6705260ac773bad1dc4e0f07_S1@100.cc.cc17o2: 432 tokens, 55 lines (not NL-terminated)
File ./U207_P90_R670612f4c773bad1dc4e77a3_S1@100.cc.cc17o2: 523 tokens, 81 lines (not NL-terminated)
File ./U208_P90_R6708e6e6c773bad1dc4f145e_S1@100.cc.cc17o2: 748 tokens, 102 lines (not NL-terminated)
File ./U210_P90_R6708ddd8c773bad1dc4f1202_S3@0.cc.cc17o2: 511 tokens, 95 lines (not NL-terminated)
File ./U211_P90_R67026f93c773bad1dc4be206_S1@100.cc.cc17o2: 415 tokens, 55 lines (not NL-terminated)
File ./U212_P90_R67025dc1c773bad1dc4bd772_S1@100.cc.cc17o2: 297 tokens, 56 lines (not NL-terminated)
File ./U213_P90_R6705ffe8c773bad1dc4e667a_S1@100.cc.cc17o2: 388 tokens, 61 lines (not NL-terminated)
File ./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2: 449 tokens, 50 lines (not NL-terminated)
File ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2: 450 tokens, 69 lines (not NL-terminated)
File ./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2: 392 tokens, 81 lines (not NL-terminated)
File ./U217_P90_R67039d84c773bad1dc4ce937_S1@100.cc.cc17o2: 387 tokens, 78 lines (not NL-terminated)
File ./U218_P90_R67038960c773bad1dc4c85f9_S2@10.cc.cc17o2: 653 tokens, 102 lines (not NL-terminated)
File ./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2: 391 tokens, 64 lines (not NL-terminated)
File ./U221_P90_R67060663c773bad1dc4e6ce7_S1@100.cc.cc17o2: 563 tokens, 129 lines (not NL-terminated)
File ./U222_P90_R67061401c773bad1dc4e78bb_S1@100.cc.cc17o2: 521 tokens, 93 lines (not NL-terminated)
File ./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2: 660 tokens, 129 lines (not NL-terminated)
File ./U224_P90_R6701f4d5c773bad1dc4b9604_S1@100.cc.cc17o2: 496 tokens, 51 lines (not NL-terminated)
File ./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2: 578 tokens, 110 lines (not NL-terminated)
File ./U226_P90_R67053d04c773bad1dc4e2501_S1@100.cc.cc17o2: 426 tokens, 64 lines (not NL-terminated)
File ./U227_P90_R6703c8ddc773bad1dc4d58b4_S1@100.cc.cc17o2: 530 tokens, 94 lines (not NL-terminated)
File ./U229_P90_R67089addc773bad1dc4f03e6_S1@100.cc.cc17o2: 390 tokens, 63 lines (not NL-terminated)
File ./U230_P90_R6705faf6c773bad1dc4e6357_S1@100.cc.cc17o2: 582 tokens, 135 lines (not NL-terminated)
File ./U231_P90_R67088bb0c773bad1dc4f0074_S1@100.cc.cc17o2: 603 tokens, 126 lines (not NL-terminated)
File ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2: 412 tokens, 75 lines (not NL-terminated)
File ./U233_P90_R6703630bc773bad1dc4c4365_S1@100.cc.cc17o2: 390 tokens, 69 lines (not NL-terminated)
File ./U234_P90_R6703ad4bc773bad1dc4d20fc_S2@0.cc.cc17o2: 323 tokens, 35 lines (not NL-terminated)
File ./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2: 660 tokens, 138 lines (not NL-terminated)
File ./U236_P90_R67017360c773bad1dc4b86cc_S1@100.cc.cc17o2: 615 tokens, 97 lines (not NL-terminated)
File ./U237_P90_R6703486bc773bad1dc4c3087_S1@100.cc.cc17o2: 297 tokens, 50 lines (not NL-terminated)
File ./U238_P90_R67062d32c773bad1dc4e89be_S1@100.cc.cc17o2: 390 tokens, 60 lines (not NL-terminated)
File ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2: 654 tokens, 87 lines (not NL-terminated)
File ./U2_P90_R67062bd2c773bad1dc4e88c6_S1@100.cc.cc17o2: 389 tokens, 53 lines (not NL-terminated)
File ./U48_P90_R67022b1ec773bad1dc4bb1a5_S2@10.cc.cc17o2: 524 tokens, 87 lines (not NL-terminated)
Total input: 106 files (106 new, 0 old), 48144 tokens

./U151_P90_R67014121c773bad1dc4b651c_S1@100.cc.cc17o2 consists for 100 % of ./U173_P90_R6701f7f5c773bad1dc4b97df_S1@100.cc.cc17o2 material
./U223_P90_R67067fc6c773bad1dc4ea622_S1@100.cc.cc17o2 consists for 100 % of ./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 material
./U173_P90_R6701f7f5c773bad1dc4b97df_S1@100.cc.cc17o2 consists for 100 % of ./U214_P90_R6701389aec56fd55436cfbbe_S1@100.cc.cc17o2 material
./U182_P90_R67069641c773bad1dc4eb102_S1@100.cc.cc17o2 consists for 100 % of ./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 material
./U131_P90_R67052cf8c773bad1dc4e1706_S1@100.cc.cc17o2 consists for 100 % of ./U138_P90_R670642e9c773bad1dc4e934c_S1@100.cc.cc17o2 material
./U130_P90_R670299cfc773bad1dc4c0211_S1@100.cc.cc17o2 consists for 100 % of ./U131_P90_R67052cf8c773bad1dc4e1706_S1@100.cc.cc17o2 material
./U134_P90_R67015681c773bad1dc4b7522_S1@100.cc.cc17o2 consists for 100 % of ./U136_P90_R6704f765c773bad1dc4de824_S1@100.cc.cc17o2 material
./U229_P90_R67089addc773bad1dc4f03e6_S1@100.cc.cc17o2 consists for 100 % of ./U233_P90_R6703630bc773bad1dc4c4365_S1@100.cc.cc17o2 material
./U153_P90_R6703a464c773bad1dc4d0691_S1@100.cc.cc17o2 consists for 100 % of ./U211_P90_R67026f93c773bad1dc4be206_S1@100.cc.cc17o2 material
./U212_P90_R67025dc1c773bad1dc4bd772_S1@100.cc.cc17o2 consists for 100 % of ./U237_P90_R6703486bc773bad1dc4c3087_S1@100.cc.cc17o2 material
./U136_P90_R6704f765c773bad1dc4de824_S1@100.cc.cc17o2 consists for 100 % of ./U137_P90_R6704b85fc773bad1dc4dd126_S1@100.cc.cc17o2 material
./U132_P90_R6705ca02c773bad1dc4e4bda_S1@100.cc.cc17o2 consists for 100 % of ./U153_P90_R6703a464c773bad1dc4d0691_S1@100.cc.cc17o2 material
./U158_P90_R67025520c773bad1dc4bd133_S1@100.cc.cc17o2 consists for 100 % of ./U164_P90_R670615bfc773bad1dc4e7b61_S1@100.cc.cc17o2 material
./U150_P90_R67014bacc773bad1dc4b6f38_S1@100.cc.cc17o2 consists for 100 % of ./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 material
./U142_P90_R6703d8c3c773bad1dc4d6961_S1@100.cc.cc17o2 consists for 100 % of ./U151_P90_R67014121c773bad1dc4b651c_S1@100.cc.cc17o2 material
./U238_P90_R67062d32c773bad1dc4e89be_S1@100.cc.cc17o2 consists for 100 % of ./U2_P90_R67062bd2c773bad1dc4e88c6_S1@100.cc.cc17o2 material
./U222_P90_R67061401c773bad1dc4e78bb_S1@100.cc.cc17o2 consists for 99 % of ./U227_P90_R6703c8ddc773bad1dc4d58b4_S1@100.cc.cc17o2 material
./U221_P90_R67060663c773bad1dc4e6ce7_S1@100.cc.cc17o2 consists for 99 % of ./U230_P90_R6705faf6c773bad1dc4e6357_S1@100.cc.cc17o2 material
./U157_P90_R67061682c773bad1dc4e7bfc_S1@100.cc.cc17o2 consists for 99 % of ./U158_P90_R67025520c773bad1dc4bd133_S1@100.cc.cc17o2 material
./U138_P90_R670642e9c773bad1dc4e934c_S1@100.cc.cc17o2 consists for 99 % of ./U157_P90_R67061682c773bad1dc4e7bfc_S1@100.cc.cc17o2 material
./U154_P90_R67039965c773bad1dc4cd6f4_S1@100.cc.cc17o2 consists for 99 % of ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 material
./U128_P90_R6705efa7c773bad1dc4e5918_S1@100.cc.cc17o2 consists for 99 % of ./U130_P90_R670299cfc773bad1dc4c0211_S1@100.cc.cc17o2 material
./U148_P90_R67048390c773bad1dc4db89d_S1@100.cc.cc17o2 consists for 98 % of ./U153_P90_R6703a464c773bad1dc4d0691_S1@100.cc.cc17o2 material
./U201_P90_R670148b0c773bad1dc4b6c27_S1@100.cc.cc17o2 consists for 95 % of ./U211_P90_R67026f93c773bad1dc4be206_S1@100.cc.cc17o2 material
./U171_P90_R6703a703c773bad1dc4d0fe5_S1@100.cc.cc17o2 consists for 91 % of ./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2 material
./U217_P90_R67039d84c773bad1dc4ce937_S1@100.cc.cc17o2 consists for 89 % of ./U229_P90_R67089addc773bad1dc4f03e6_S1@100.cc.cc17o2 material
./U146_P90_R67067d9ac773bad1dc4ea582_S1@100.cc.cc17o2 consists for 85 % of ./U147_P90_R67041ce2c773bad1dc4db2f3_S1@100.cc.cc17o2 material
./U231_P90_R67088bb0c773bad1dc4f0074_S1@100.cc.cc17o2 consists for 82 % of ./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 material
./U211_P90_R67026f93c773bad1dc4be206_S1@100.cc.cc17o2 consists for 80 % of ./U213_P90_R6705ffe8c773bad1dc4e667a_S1@100.cc.cc17o2 material
./U206_P90_R6705260ac773bad1dc4e0f07_S1@100.cc.cc17o2 consists for 78 % of ./U211_P90_R67026f93c773bad1dc4be206_S1@100.cc.cc17o2 material
./U181_P90_R6701f2a1c773bad1dc4b94d1_S1@100.cc.cc17o2 consists for 78 % of ./U183_P90_R67010397ec56fd55436cc73d_S1@100.cc.cc17o2 material
./U181_P90_R6701f2a1c773bad1dc4b94d1_S1@100.cc.cc17o2 consists for 20 % of ./U182_P90_R67069641c773bad1dc4eb102_S1@100.cc.cc17o2 material
./U137_P90_R6704b85fc773bad1dc4dd126_S1@100.cc.cc17o2 consists for 78 % of ./U152_P90_R6703a14dc773bad1dc4cfa5c_S1@100.cc.cc17o2 material
./U137_P90_R6704b85fc773bad1dc4dd126_S1@100.cc.cc17o2 consists for 16 % of ./U141_P90_R6702d5fbc773bad1dc4c2649_S1@100.cc.cc17o2 material
./U137_P90_R6704b85fc773bad1dc4dd126_S1@100.cc.cc17o2 consists for 7 % of ./U142_P90_R6703d8c3c773bad1dc4d6961_S1@100.cc.cc17o2 material
./U193_P90_R6708df43c773bad1dc4f12c3_S2@0.cc.cc17o2 consists for 78 % of ./U202_P90_R6708b77ec773bad1dc4f0a7f_S2@0.cc.cc17o2 material
./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2 consists for 78 % of ./U183_P90_R67010397ec56fd55436cc73d_S1@100.cc.cc17o2 material
./U179_P90_R6701647cc773bad1dc4b7dd6_S1@100.cc.cc17o2 consists for 12 % of ./U239_P90_R670508b9c773bad1dc4df471_S3@0.cc.cc17o2 material
./U149_P90_R67037e62c773bad1dc4c58a2_S1@100.cc.cc17o2 consists for 77 % of ./U153_P90_R6703a464c773bad1dc4d0691_S1@100.cc.cc17o2 material
./U149_P90_R67037e62c773bad1dc4c58a2_S1@100.cc.cc17o2 consists for 6 % of ./U191_P90_R6701440ac773bad1dc4b67a3_S1@100.cc.cc17o2 material
./U149_P90_R67037e62c773bad1dc4c58a2_S1@100.cc.cc17o2 consists for 6 % of ./U226_P90_R67053d04c773bad1dc4e2501_S1@100.cc.cc17o2 material
./U190_P90_R670247cec773bad1dc4bc93b_S1@100.cc.cc17o2 consists for 77 % of ./U222_P90_R67061401c773bad1dc4e78bb_S1@100.cc.cc17o2 material
./U190_P90_R670247cec773bad1dc4bc93b_S1@100.cc.cc17o2 consists for 6 % of ./U227_P90_R6703c8ddc773bad1dc4d58b4_S1@100.cc.cc17o2 material
./U191_P90_R6701440ac773bad1dc4b67a3_S1@100.cc.cc17o2 consists for 75 % of ./U201_P90_R670148b0c773bad1dc4b6c27_S1@100.cc.cc17o2 material
./U191_P90_R6701440ac773bad1dc4b67a3_S1@100.cc.cc17o2 consists for 25 % of ./U199_P90_R6705f344c773bad1dc4e5c7a_S1@100.cc.cc17o2 material
./U144_P90_R67064cd0c773bad1dc4e9925_S6@90.cc.cc17o2 consists for 71 % of ./U157_P90_R67061682c773bad1dc4e7bfc_S1@100.cc.cc17o2 material
./U144_P90_R67064cd0c773bad1dc4e9925_S6@90.cc.cc17o2 consists for 9 % of ./U145_P90_R67054c0dc773bad1dc4e308f_S1@100.cc.cc17o2 material
./U139_P90_R67051c82c773bad1dc4e00ec_S1@100.cc.cc17o2 consists for 71 % of ./U144_P90_R67064cd0c773bad1dc4e9925_S6@90.cc.cc17o2 material
./U139_P90_R67051c82c773bad1dc4e00ec_S1@100.cc.cc17o2 consists for 9 % of ./U145_P90_R67054c0dc773bad1dc4e308f_S1@100.cc.cc17o2 material
./U233_P90_R6703630bc773bad1dc4c4365_S1@100.cc.cc17o2 consists for 68 % of ./U238_P90_R67062d32c773bad1dc4e89be_S1@100.cc.cc17o2 material
./U233_P90_R6703630bc773bad1dc4c4365_S1@100.cc.cc17o2 consists for 7 % of ./U235_P90_R6706826dc773bad1dc4ea805_S1@100.cc.cc17o2 material
./U188_P90_R6704965ac773bad1dc4dbf4a_S1@100.cc.cc17o2 consists for 66 % of ./U205_P90_R67010654ec56fd55436cccab_S1@100.cc.cc17o2 material
./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 consists for 66 % of ./U217_P90_R67039d84c773bad1dc4ce937_S1@100.cc.cc17o2 material
./U216_P90_R6704005cc773bad1dc4da17e_S1@100.cc.cc17o2 consists for 21 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U152_P90_R6703a14dc773bad1dc4cfa5c_S1@100.cc.cc17o2 consists for 65 % of ./U173_P90_R6701f7f5c773bad1dc4b97df_S1@100.cc.cc17o2 material
./U152_P90_R6703a14dc773bad1dc4cfa5c_S1@100.cc.cc17o2 consists for 22 % of ./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 material
./U141_P90_R6702d5fbc773bad1dc4c2649_S1@100.cc.cc17o2 consists for 63 % of ./U152_P90_R6703a14dc773bad1dc4cfa5c_S1@100.cc.cc17o2 material
./U141_P90_R6702d5fbc773bad1dc4c2649_S1@100.cc.cc17o2 consists for 33 % of ./U142_P90_R6703d8c3c773bad1dc4d6961_S1@100.cc.cc17o2 material
./U196_P90_R6703bbf6c773bad1dc4d449f_S1@100.cc.cc17o2 consists for 59 % of ./U213_P90_R6705ffe8c773bad1dc4e667a_S1@100.cc.cc17o2 material
./U196_P90_R6703bbf6c773bad1dc4d449f_S1@100.cc.cc17o2 consists for 27 % of ./U201_P90_R670148b0c773bad1dc4b6c27_S1@100.cc.cc17o2 material
./U196_P90_R6703bbf6c773bad1dc4d449f_S1@100.cc.cc17o2 consists for 12 % of ./U219_P90_R670146bbc773bad1dc4b6ae9_S1@100.cc.cc17o2 material
./U161_P90_R6704bfedc773bad1dc4dd5d8_S1@100.cc.cc17o2 consists for 56 % of ./U164_P90_R670615bfc773bad1dc4e7b61_S1@100.cc.cc17o2 material
./U161_P90_R6704bfedc773bad1dc4dd5d8_S1@100.cc.cc17o2 consists for 22 % of ./U168_P90_R67038d35c773bad1dc4c9675_S1@100.cc.cc17o2 material
./U145_P90_R67054c0dc773bad1dc4e308f_S1@100.cc.cc17o2 consists for 56 % of ./U160_P90_R67025de4c773bad1dc4bd7bc_S1@100.cc.cc17o2 material
./U145_P90_R67054c0dc773bad1dc4e308f_S1@100.cc.cc17o2 consists for 15 % of ./U157_P90_R67061682c773bad1dc4e7bfc_S1@100.cc.cc17o2 material
./U145_P90_R67054c0dc773bad1dc4e308f_S1@100.cc.cc17o2 consists for 11 % of ./U175_P90_R6703cfe8c773bad1dc4d611e_S1@100.cc.cc17o2 material
./U145_P90_R67054c0dc773bad1dc4e308f_S1@100.cc.cc17o2 consists for 9 % of ./U171_P90_R6703a703c773bad1dc4d0fe5_S1@100.cc.cc17o2 material
./U226_P90_R67053d04c773bad1dc4e2501_S1@100.cc.cc17o2 consists for 53 % of ./U232_P90_R6704b4d5c773bad1dc4dce25_S1@100.cc.cc17o2 material
./U226_P90_R67053d04c773bad1dc4e2501_S1@100.cc.cc17o2 consists for 12 % of ./U229_P90_R67089addc773bad1dc4f03e6_S1@100.cc.cc17o2 material
./U183_P90_R67010397ec56fd55436cc73d_S1@100.cc.cc17o2 consists for 51 % of ./U185_P90_R6701f5e8c773bad1dc4b9678_S1@100.cc.cc17o2 material
./U183_P90_R67010397ec56fd55436cc73d_S1@100.cc.cc17o2 consists for 31 % of ./U186_P90_R67037059c773bad1dc4c4a21_S1@100.cc.cc17o2 material
./U183_P90_R67010397ec56fd55436cc73d_S1@100.cc.cc17o2 consists for 14 % of ./U225_P90_R6704fc89c773bad1dc4debd6_S1@100.cc.cc17o2 material
./U164_P90_R670615bfc773bad1dc4e7b61_S1@100.cc.cc17o2 consists for 51 % of ./U171_P90_R6703a703c773bad1dc4d0fe5_S1@100.cc.cc17o2 material
./U164_P90_R670615bfc773bad1dc4e7b61_S1@100.cc.cc17o2 consists for 49 % of ./U177_P90_R67061263c773bad1dc4e771b_S1@100.cc.cc17o2 material
./U199_P90_R6705f344c773bad1dc4e5c7a_S1@100.cc.cc17o2 consists for 50 % of ./U206_P90_R6705260ac773bad1dc4e0f07_S1@100.cc.cc17o2 material
./U199_P90_R6705f344c773bad1dc4e5c7a_S1@100.cc.cc17o2 consists for 15 % of ./U211_P90_R67026f93c773bad1dc4be206_S1@100.cc.cc17o2 material
./U199_P90_R6705f344c773bad1dc4e5c7a_S1@100.cc.cc17o2 consists for 8 % of ./U201_P90_R670148b0c773bad1dc4b6c27_S1@100.cc.cc17o2 material
./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 consists for 48 % of ./U178_P90_R6703d7b4c773bad1dc4d68a8_S1@100.cc.cc17o2 material
./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 consists for 34 % of ./U173_P90_R6701f7f5c773bad1dc4b97df_S1@100.cc.cc17o2 material
./U170_P90_R67039de9c773bad1dc4ceb2b_S1@100.cc.cc17o2 consists for 17 % of ./U215_P90_R6703a5b3c773bad1dc4d0b8a_S1@100.cc.cc17o2 material
./U143_P90_R67052634c773bad1dc4e0f89_S1@100.cc.cc17o2 consists for 44 % of ./U144_P90_R67064cd0c773bad1dc4e9925_S6@90.cc.cc17o2 material
