File ./U127_P40_R6707f1a5c773bad1dc4ef38f_S3@42.cc.cc17o2: 518 tokens, 105 lines (not NL-terminated)
File ./U173_P40_R6703b8a2c773bad1dc4d3a6e_S2@32.cc.cc17o2: 286 tokens, 69 lines (not NL-terminated)
File ./U175_P40_R6708daacc773bad1dc4f10b1_S1@100.cc.cc17o2: 220 tokens, 44 lines (not NL-terminated)
File ./U176_P40_R67050bdac773bad1dc4df585_S1@100.cc.cc17o2: 544 tokens, 106 lines (not NL-terminated)
File ./U178_P40_R67067083c773bad1dc4ea00c_S1@100.cc.cc17o2: 462 tokens, 78 lines (not NL-terminated)
File ./U179_P40_R6706a022c773bad1dc4eb705_S1@100.cc.cc17o2: 244 tokens, 50 lines (not NL-terminated)
File ./U180_P40_R6703c59dc773bad1dc4d531e_S1@100.cc.cc17o2: 206 tokens, 56 lines (not NL-terminated)
File ./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2: 216 tokens, 42 lines (not NL-terminated)
File ./U183_P40_R6707f872c773bad1dc4ef566_S1@100.cc.cc17o2: 208 tokens, 42 lines (not NL-terminated)
File ./U184_P40_R67061153c773bad1dc4e761b_S1@100.cc.cc17o2: 224 tokens, 46 lines (not NL-terminated)
File ./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2: 236 tokens, 60 lines (not NL-terminated)
File ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2: 239 tokens, 52 lines (not NL-terminated)
File ./U191_P40_R6707d687c773bad1dc4ee9a7_S1@100.cc.cc17o2: 233 tokens, 37 lines (not NL-terminated)
File ./U194_P40_R6706af49c773bad1dc4ec077_S1@100.cc.cc17o2: 239 tokens, 57 lines (not NL-terminated)
File ./U197_P40_R67053ea0c773bad1dc4e25f2_S1@100.cc.cc17o2: 304 tokens, 53 lines (not NL-terminated)
File ./U200_P40_R6703e3e4c773bad1dc4d7bf6_S1@100.cc.cc17o2: 434 tokens, 31 lines (not NL-terminated)
File ./U201_P40_R6704a5d1c773bad1dc4dc5cf_S1@100.cc.cc17o2: 316 tokens, 59 lines (not NL-terminated)
File ./U203_P40_R67052862c773bad1dc4e1190_S7@0.cc.cc17o2: 173 tokens, 47 lines (not NL-terminated)
File ./U205_P40_R6703dd73c773bad1dc4d705d_S1@100.cc.cc17o2: 192 tokens, 35 lines (not NL-terminated)
File ./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2: 283 tokens, 53 lines (not NL-terminated)
File ./U213_P40_R6707b112c773bad1dc4ee20f_S1@100.cc.cc17o2: 235 tokens, 50 lines (not NL-terminated)
File ./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2: 195 tokens, 54 lines (not NL-terminated)
File ./U216_P40_R6706a220c773bad1dc4eb8c0_S1@100.cc.cc17o2: 224 tokens, 60 lines (not NL-terminated)
File ./U217_P40_R6703a531c773bad1dc4d0a2a_S2@0.cc.cc17o2: 192 tokens, 56 lines (not NL-terminated)
File ./U218_P40_R6703b3b9c773bad1dc4d2dec_S2@0.cc.cc17o2: 170 tokens, 35 lines (not NL-terminated)
File ./U219_P40_R670532fbc773bad1dc4e1e01_S1@100.cc.cc17o2: 220 tokens, 47 lines (not NL-terminated)
File ./U221_P40_R67039e37c773bad1dc4cec85_S2@0.cc.cc17o2: 352 tokens, 67 lines (not NL-terminated)
File ./U222_P40_R6707487bc773bad1dc4ecc09_S3@0.cc.cc17o2: 267 tokens, 50 lines (not NL-terminated)
File ./U224_P40_R67054bd2c773bad1dc4e2ff6_S1@100.cc.cc17o2: 326 tokens, 63 lines (not NL-terminated)
File ./U229_P40_R67089ca3c773bad1dc4f051f_S7@0.cc.cc17o2: 293 tokens, 58 lines (not NL-terminated)
File ./U236_P40_R6706b422c773bad1dc4ec1b9_S3@0.cc.cc17o2: 336 tokens, 73 lines (not NL-terminated)
File ./U237_P40_R67038903c773bad1dc4c83fb_S1@100.cc.cc17o2: 235 tokens, 41 lines (not NL-terminated)
File ./U2_P40_R670498b7c773bad1dc4dbff3_S1@100.cc.cc17o2: 316 tokens, 54 lines (not NL-terminated)
File ./U48_P40_R670679d3c773bad1dc4ea477_S2@0.cc.cc17o2: 163 tokens, 49 lines (not NL-terminated)
Total input: 61 files (61 new, 0 old), 16415 tokens

./U136_P40_R6707ae5dc773bad1dc4ee125_S1@100.cc.cc17o2 consists for 100 % of ./U147_P40_R6705f762c773bad1dc4e61a2_S1@100.cc.cc17o2 material
./U201_P40_R6704a5d1c773bad1dc4dc5cf_S1@100.cc.cc17o2 consists for 100 % of ./U2_P40_R670498b7c773bad1dc4dbff3_S1@100.cc.cc17o2 material
./U162_P40_R6707f5f4c773bad1dc4ef498_S1@100.cc.cc17o2 consists for 100 % of ./U175_P40_R6708daacc773bad1dc4f10b1_S1@100.cc.cc17o2 material
./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 consists for 100 % of ./U194_P40_R6706af49c773bad1dc4ec077_S1@100.cc.cc17o2 material
./U142_P40_R6703f9b9c773bad1dc4d9b36_S7@0.cc.cc17o2 consists for 100 % of ./U173_P40_R6703b8a2c773bad1dc4d3a6e_S2@32.cc.cc17o2 material
./U130_P40_R670393a1c773bad1dc4cb982_S1@100.cc.cc17o2 consists for 100 % of ./U138_P40_R670a6a41c773bad1dc4f2eb2_S1@100.cc.cc17o2 material
./U157_P40_R670b6920c773bad1dc4f3bfc_S1@100.cc.cc17o2 consists for 96 % of ./U161_P40_R67055580c773bad1dc4e3a8d_S1@100.cc.cc17o2 material
./U138_P40_R670a6a41c773bad1dc4f2eb2_S1@100.cc.cc17o2 consists for 93 % of ./U143_P40_R6708b7b0c773bad1dc4f0acd_S1@100.cc.cc17o2 material
./U147_P40_R6705f762c773bad1dc4e61a2_S1@100.cc.cc17o2 consists for 92 % of ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 material
./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2 consists for 91 % of ./U216_P40_R6706a220c773bad1dc4eb8c0_S1@100.cc.cc17o2 material
./U219_P40_R670532fbc773bad1dc4e1e01_S1@100.cc.cc17o2 consists for 84 % of ./U224_P40_R67054bd2c773bad1dc4e2ff6_S1@100.cc.cc17o2 material
./U128_P40_R6707e6c6c773bad1dc4ef003_S1@100.cc.cc17o2 consists for 80 % of ./U130_P40_R670393a1c773bad1dc4cb982_S1@100.cc.cc17o2 material
./U145_P40_R6706924cc773bad1dc4eaf46_S1@100.cc.cc17o2 consists for 76 % of ./U146_P40_R67040937c773bad1dc4daa80_S1@100.cc.cc17o2 material
./U145_P40_R6706924cc773bad1dc4eaf46_S1@100.cc.cc17o2 consists for 12 % of ./U213_P40_R6707b112c773bad1dc4ee20f_S1@100.cc.cc17o2 material
./U158_P40_R6704c210c773bad1dc4dd6ce_S1@100.cc.cc17o2 consists for 74 % of ./U237_P40_R67038903c773bad1dc4c83fb_S1@100.cc.cc17o2 material
./U146_P40_R67040937c773bad1dc4daa80_S1@100.cc.cc17o2 consists for 71 % of ./U147_P40_R6705f762c773bad1dc4e61a2_S1@100.cc.cc17o2 material
./U146_P40_R67040937c773bad1dc4daa80_S1@100.cc.cc17o2 consists for 12 % of ./U148_P40_R6703ef64c773bad1dc4d8e2a_S2@0.cc.cc17o2 material
./U146_P40_R67040937c773bad1dc4daa80_S1@100.cc.cc17o2 consists for 12 % of ./U155_P40_R6704982ec773bad1dc4dbfc8_S1@100.cc.cc17o2 material
./U143_P40_R6708b7b0c773bad1dc4f0acd_S1@100.cc.cc17o2 consists for 66 % of ./U146_P40_R67040937c773bad1dc4daa80_S1@100.cc.cc17o2 material
./U143_P40_R6708b7b0c773bad1dc4f0acd_S1@100.cc.cc17o2 consists for 12 % of ./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2 material
./U143_P40_R6708b7b0c773bad1dc4f0acd_S1@100.cc.cc17o2 consists for 10 % of ./U162_P40_R6707f5f4c773bad1dc4ef498_S1@100.cc.cc17o2 material
./U131_P40_R670397edc773bad1dc4ccf4c_S1@100.cc.cc17o2 consists for 53 % of ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 material
./U131_P40_R670397edc773bad1dc4ccf4c_S1@100.cc.cc17o2 consists for 34 % of ./U138_P40_R670a6a41c773bad1dc4f2eb2_S1@100.cc.cc17o2 material
./U134_P40_R67039d48c773bad1dc4ce7b6_S1@100.cc.cc17o2 consists for 53 % of ./U180_P40_R6703c59dc773bad1dc4d531e_S1@100.cc.cc17o2 material
./U134_P40_R67039d48c773bad1dc4ce7b6_S1@100.cc.cc17o2 consists for 15 % of ./U138_P40_R670a6a41c773bad1dc4f2eb2_S1@100.cc.cc17o2 material
./U194_P40_R6706af49c773bad1dc4ec077_S1@100.cc.cc17o2 consists for 52 % of ./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2 material
./U194_P40_R6706af49c773bad1dc4ec077_S1@100.cc.cc17o2 consists for 24 % of ./U224_P40_R67054bd2c773bad1dc4e2ff6_S1@100.cc.cc17o2 material
./U194_P40_R6706af49c773bad1dc4ec077_S1@100.cc.cc17o2 consists for 13 % of ./U213_P40_R6707b112c773bad1dc4ee20f_S1@100.cc.cc17o2 material
./U180_P40_R6703c59dc773bad1dc4d531e_S1@100.cc.cc17o2 consists for 51 % of ./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 material
./U180_P40_R6703c59dc773bad1dc4d531e_S1@100.cc.cc17o2 consists for 44 % of ./U183_P40_R6707f872c773bad1dc4ef566_S1@100.cc.cc17o2 material
./U166_P40_R67040e3fc773bad1dc4dae9c_S1@100.cc.cc17o2 consists for 50 % of ./U180_P40_R6703c59dc773bad1dc4d531e_S1@100.cc.cc17o2 material
./U166_P40_R67040e3fc773bad1dc4dae9c_S1@100.cc.cc17o2 consists for 15 % of ./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2 material
./U166_P40_R67040e3fc773bad1dc4dae9c_S1@100.cc.cc17o2 consists for 13 % of ./U216_P40_R6706a220c773bad1dc4eb8c0_S1@100.cc.cc17o2 material
./U213_P40_R6707b112c773bad1dc4ee20f_S1@100.cc.cc17o2 consists for 45 % of ./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2 material
./U217_P40_R6703a531c773bad1dc4d0a2a_S2@0.cc.cc17o2 consists for 39 % of ./U48_P40_R670679d3c773bad1dc4ea477_S2@0.cc.cc17o2 material
./U153_P40_R67078e24c773bad1dc4ed908_S1@100.cc.cc17o2 consists for 38 % of ./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 material
./U153_P40_R67078e24c773bad1dc4ed908_S1@100.cc.cc17o2 consists for 12 % of ./U176_P40_R67050bdac773bad1dc4df585_S1@100.cc.cc17o2 material
./U203_P40_R67052862c773bad1dc4e1190_S7@0.cc.cc17o2 consists for 37 % of ./U217_P40_R6703a531c773bad1dc4d0a2a_S2@0.cc.cc17o2 material
./U155_P40_R6704982ec773bad1dc4dbfc8_S1@100.cc.cc17o2 consists for 36 % of ./U166_P40_R67040e3fc773bad1dc4dae9c_S1@100.cc.cc17o2 material
./U155_P40_R6704982ec773bad1dc4dbfc8_S1@100.cc.cc17o2 consists for 12 % of ./U162_P40_R6707f5f4c773bad1dc4ef498_S1@100.cc.cc17o2 material
./U183_P40_R6707f872c773bad1dc4ef566_S1@100.cc.cc17o2 consists for 35 % of ./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 material
./U183_P40_R6707f872c773bad1dc4ef566_S1@100.cc.cc17o2 consists for 26 % of ./U219_P40_R670532fbc773bad1dc4e1e01_S1@100.cc.cc17o2 material
./U183_P40_R6707f872c773bad1dc4ef566_S1@100.cc.cc17o2 consists for 25 % of ./U203_P40_R67052862c773bad1dc4e1190_S7@0.cc.cc17o2 material
./U216_P40_R6706a220c773bad1dc4eb8c0_S1@100.cc.cc17o2 consists for 33 % of ./U219_P40_R670532fbc773bad1dc4e1e01_S1@100.cc.cc17o2 material
./U216_P40_R6706a220c773bad1dc4eb8c0_S1@100.cc.cc17o2 consists for 12 % of ./U217_P40_R6703a531c773bad1dc4d0a2a_S2@0.cc.cc17o2 material
./U221_P40_R67039e37c773bad1dc4cec85_S2@0.cc.cc17o2 consists for 32 % of ./U222_P40_R6707487bc773bad1dc4ecc09_S3@0.cc.cc17o2 material
./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 consists for 31 % of ./U183_P40_R6707f872c773bad1dc4ef566_S1@100.cc.cc17o2 material
./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 consists for 17 % of ./U191_P40_R6707d687c773bad1dc4ee9a7_S1@100.cc.cc17o2 material
./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 consists for 13 % of ./U184_P40_R67061153c773bad1dc4e761b_S1@100.cc.cc17o2 material
./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 consists for 11 % of ./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2 material
./U161_P40_R67055580c773bad1dc4e3a8d_S1@100.cc.cc17o2 consists for 31 % of ./U166_P40_R67040e3fc773bad1dc4dae9c_S1@100.cc.cc17o2 material
./U161_P40_R67055580c773bad1dc4e3a8d_S1@100.cc.cc17o2 consists for 15 % of ./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 material
./U161_P40_R67055580c773bad1dc4e3a8d_S1@100.cc.cc17o2 consists for 11 % of ./U162_P40_R6707f5f4c773bad1dc4ef498_S1@100.cc.cc17o2 material
./U175_P40_R6708daacc773bad1dc4f10b1_S1@100.cc.cc17o2 consists for 31 % of ./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 material
./U175_P40_R6708daacc773bad1dc4f10b1_S1@100.cc.cc17o2 consists for 28 % of ./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 material
./U175_P40_R6708daacc773bad1dc4f10b1_S1@100.cc.cc17o2 consists for 16 % of ./U179_P40_R6706a022c773bad1dc4eb705_S1@100.cc.cc17o2 material
./U218_P40_R6703b3b9c773bad1dc4d2dec_S2@0.cc.cc17o2 consists for 28 % of ./U229_P40_R67089ca3c773bad1dc4f051f_S7@0.cc.cc17o2 material
./U191_P40_R6707d687c773bad1dc4ee9a7_S1@100.cc.cc17o2 consists for 28 % of ./U194_P40_R6706af49c773bad1dc4ec077_S1@100.cc.cc17o2 material
./U191_P40_R6707d687c773bad1dc4ee9a7_S1@100.cc.cc17o2 consists for 17 % of ./U213_P40_R6707b112c773bad1dc4ee20f_S1@100.cc.cc17o2 material
./U179_P40_R6706a022c773bad1dc4eb705_S1@100.cc.cc17o2 consists for 27 % of ./U229_P40_R67089ca3c773bad1dc4f051f_S7@0.cc.cc17o2 material
./U179_P40_R6706a022c773bad1dc4eb705_S1@100.cc.cc17o2 consists for 26 % of ./U219_P40_R670532fbc773bad1dc4e1e01_S1@100.cc.cc17o2 material
./U179_P40_R6706a022c773bad1dc4eb705_S1@100.cc.cc17o2 consists for 13 % of ./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 material
./U148_P40_R6703ef64c773bad1dc4d8e2a_S2@0.cc.cc17o2 consists for 27 % of ./U153_P40_R67078e24c773bad1dc4ed908_S1@100.cc.cc17o2 material
./U148_P40_R6703ef64c773bad1dc4d8e2a_S2@0.cc.cc17o2 consists for 17 % of ./U203_P40_R67052862c773bad1dc4e1190_S7@0.cc.cc17o2 material
./U148_P40_R6703ef64c773bad1dc4d8e2a_S2@0.cc.cc17o2 consists for 13 % of ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 material
./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 consists for 24 % of ./U219_P40_R670532fbc773bad1dc4e1e01_S1@100.cc.cc17o2 material
./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 consists for 21 % of ./U218_P40_R6703b3b9c773bad1dc4d2dec_S2@0.cc.cc17o2 material
./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 consists for 14 % of ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 material
./U185_P40_R6708e889c773bad1dc4f14a8_S1@100.cc.cc17o2 consists for 11 % of ./U213_P40_R6707b112c773bad1dc4ee20f_S1@100.cc.cc17o2 material
./U137_P40_R670a025ac773bad1dc4f28e6_S7@0.cc.cc17o2 consists for 24 % of ./U152_P40_R6709ff31c773bad1dc4f27eb_S7@0.cc.cc17o2 material
./U137_P40_R670a025ac773bad1dc4f28e6_S7@0.cc.cc17o2 consists for 15 % of ./U203_P40_R67052862c773bad1dc4e1190_S7@0.cc.cc17o2 material
./U137_P40_R670a025ac773bad1dc4f28e6_S7@0.cc.cc17o2 consists for 14 % of ./U148_P40_R6703ef64c773bad1dc4d8e2a_S2@0.cc.cc17o2 material
./U173_P40_R6703b8a2c773bad1dc4d3a6e_S2@32.cc.cc17o2 consists for 23 % of ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 material
./U173_P40_R6703b8a2c773bad1dc4d3a6e_S2@32.cc.cc17o2 consists for 12 % of ./U218_P40_R6703b3b9c773bad1dc4d2dec_S2@0.cc.cc17o2 material
./U173_P40_R6703b8a2c773bad1dc4d3a6e_S2@32.cc.cc17o2 consists for 9 % of ./U175_P40_R6708daacc773bad1dc4f10b1_S1@100.cc.cc17o2 material
./U152_P40_R6709ff31c773bad1dc4f27eb_S7@0.cc.cc17o2 consists for 21 % of ./U203_P40_R67052862c773bad1dc4e1190_S7@0.cc.cc17o2 material
./U141_P40_R67067503c773bad1dc4ea23d_S2@10.cc.cc17o2 consists for 20 % of ./U191_P40_R6707d687c773bad1dc4ee9a7_S1@100.cc.cc17o2 material
./U141_P40_R67067503c773bad1dc4ea23d_S2@10.cc.cc17o2 consists for 13 % of ./U229_P40_R67089ca3c773bad1dc4f051f_S7@0.cc.cc17o2 material
./U139_P40_R6708dd03c773bad1dc4f1186_S1@100.cc.cc17o2 consists for 18 % of ./U181_P40_R67065572c773bad1dc4e9a7f_S1@100.cc.cc17o2 material
./U139_P40_R6708dd03c773bad1dc4f1186_S1@100.cc.cc17o2 consists for 13 % of ./U197_P40_R67053ea0c773bad1dc4e25f2_S1@100.cc.cc17o2 material
./U139_P40_R6708dd03c773bad1dc4f1186_S1@100.cc.cc17o2 consists for 11 % of ./U176_P40_R67050bdac773bad1dc4df585_S1@100.cc.cc17o2 material
./U139_P40_R6708dd03c773bad1dc4f1186_S1@100.cc.cc17o2 consists for 10 % of ./U143_P40_R6708b7b0c773bad1dc4f0acd_S1@100.cc.cc17o2 material
./U139_P40_R6708dd03c773bad1dc4f1186_S1@100.cc.cc17o2 consists for 10 % of ./U221_P40_R67039e37c773bad1dc4cec85_S2@0.cc.cc17o2 material
./U139_P40_R6708dd03c773bad1dc4f1186_S1@100.cc.cc17o2 consists for 10 % of ./U180_P40_R6703c59dc773bad1dc4d531e_S1@100.cc.cc17o2 material
./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2 consists for 18 % of ./U229_P40_R67089ca3c773bad1dc4f051f_S7@0.cc.cc17o2 material
./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2 consists for 17 % of ./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2 material
./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2 consists for 8 % of ./U218_P40_R6703b3b9c773bad1dc4d2dec_S2@0.cc.cc17o2 material
./U151_P40_R6703bc2ec773bad1dc4d4551_S3@0.cc.cc17o2 consists for 17 % of ./U153_P40_R67078e24c773bad1dc4ed908_S1@100.cc.cc17o2 material
./U151_P40_R6703bc2ec773bad1dc4d4551_S3@0.cc.cc17o2 consists for 8 % of ./U162_P40_R6707f5f4c773bad1dc4ef498_S1@100.cc.cc17o2 material
./U229_P40_R67089ca3c773bad1dc4f051f_S7@0.cc.cc17o2 consists for 16 % of ./U48_P40_R670679d3c773bad1dc4ea477_S2@0.cc.cc17o2 material
./U224_P40_R67054bd2c773bad1dc4e2ff6_S1@100.cc.cc17o2 consists for 14 % of ./U48_P40_R670679d3c773bad1dc4ea477_S2@0.cc.cc17o2 material
./U184_P40_R67061153c773bad1dc4e761b_S1@100.cc.cc17o2 consists for 14 % of ./U215_P40_R6706298ac773bad1dc4e8727_S1@100.cc.cc17o2 material
./U171_P40_R6708c600c773bad1dc4f0f97_S7@0.cc.cc17o2 consists for 13 % of ./U189_P40_R6705f7bcc773bad1dc4e61dc_S1@100.cc.cc17o2 material
./U171_P40_R6708c600c773bad1dc4f0f97_S7@0.cc.cc17o2 consists for 9 % of ./U197_P40_R67053ea0c773bad1dc4e25f2_S1@100.cc.cc17o2 material
./U171_P40_R6708c600c773bad1dc4f0f97_S7@0.cc.cc17o2 consists for 8 % of ./U179_P40_R6706a022c773bad1dc4eb705_S1@100.cc.cc17o2 material
./U159_P40_R6703df2fc773bad1dc4d7303_S1@100.cc.cc17o2 consists for 12 % of ./U162_P40_R6707f5f4c773bad1dc4ef498_S1@100.cc.cc17o2 material
./U176_P40_R67050bdac773bad1dc4df585_S1@100.cc.cc17o2 consists for 11 % of ./U221_P40_R67039e37c773bad1dc4cec85_S2@0.cc.cc17o2 material
./U176_P40_R67050bdac773bad1dc4df585_S1@100.cc.cc17o2 consists for 5 % of ./U205_P40_R6703dd73c773bad1dc4d705d_S1@100.cc.cc17o2 material
./U127_P40_R6707f1a5c773bad1dc4ef38f_S3@42.cc.cc17o2 consists for 10 % of ./U224_P40_R67054bd2c773bad1dc4e2ff6_S1@100.cc.cc17o2 material
./U127_P40_R6707f1a5c773bad1dc4ef38f_S3@42.cc.cc17o2 consists for 6 % of ./U159_P40_R6703df2fc773bad1dc4d7303_S1@100.cc.cc17o2 material
./U127_P40_R6707f1a5c773bad1dc4ef38f_S3@42.cc.cc17o2 consists for 5 % of ./U146_P40_R67040937c773bad1dc4daa80_S1@100.cc.cc17o2 material
./U222_P40_R6707487bc773bad1dc4ecc09_S3@0.cc.cc17o2 consists for 9 % of ./U48_P40_R670679d3c773bad1dc4ea477_S2@0.cc.cc17o2 material
./U197_P40_R67053ea0c773bad1dc4e25f2_S1@100.cc.cc17o2 consists for 9 % of ./U211_P40_R6703b645c773bad1dc4d3104_S2@42.cc.cc17o2 material
./U197_P40_R67053ea0c773bad1dc4e25f2_S1@100.cc.cc17o2 consists for 8 % of ./U222_P40_R6707487bc773bad1dc4ecc09_S3@0.cc.cc17o2 material
./U160_P40_R67069cbfc773bad1dc4eb54e_S6@10.cc.cc17o2 consists for 6 % of ./U161_P40_R67055580c773bad1dc4e3a8d_S1@100.cc.cc17o2 material
