File ./U127_P39_R6707e279c773bad1dc4eee59_S1@100.cc.cc17o2: 242 tokens, 41 lines (not NL-terminated)
File ./U174_P39_R6705f5a4c773bad1dc4e5fd4_S1@100.cc.cc17o2: 202 tokens, 34 lines (not NL-terminated)
File ./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2: 283 tokens, 38 lines (not NL-terminated)
File ./U176_P39_R670399b0c773bad1dc4cd88c_S1@100.cc.cc17o2: 336 tokens, 42 lines (not NL-terminated)
File ./U178_P39_R67039981c773bad1dc4cd755_S1@100.cc.cc17o2: 243 tokens, 48 lines (not NL-terminated)
File ./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2: 198 tokens, 36 lines (not NL-terminated)
File ./U180_P39_R670525d4c773bad1dc4e0ea2_S1@100.cc.cc17o2: 200 tokens, 36 lines (not NL-terminated)
File ./U181_P39_R6703915ac773bad1dc4cac15_S1@100.cc.cc17o2: 295 tokens, 51 lines (not NL-terminated)
File ./U183_P39_R670395c4c773bad1dc4cc43c_S1@100.cc.cc17o2: 204 tokens, 32 lines (not NL-terminated)
File ./U184_P39_R6703a515c773bad1dc4d097e_S1@100.cc.cc17o2: 194 tokens, 31 lines (not NL-terminated)
File ./U185_P39_R670396f4c773bad1dc4ccab3_S1@100.cc.cc17o2: 208 tokens, 32 lines (not NL-terminated)
File ./U186_P39_R6703a3bbc773bad1dc4d0402_S1@100.cc.cc17o2: 202 tokens, 31 lines (not NL-terminated)
File ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2: 318 tokens, 43 lines (not NL-terminated)
File ./U189_P39_R6704961cc773bad1dc4dbec5_S1@100.cc.cc17o2: 225 tokens, 29 lines (not NL-terminated)
File ./U190_P39_R6703a528c773bad1dc4d09e2_S1@100.cc.cc17o2: 248 tokens, 46 lines (not NL-terminated)
File ./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2: 234 tokens, 32 lines (not NL-terminated)
File ./U192_P39_R670542c6c773bad1dc4e2a35_S1@100.cc.cc17o2: 264 tokens, 35 lines (not NL-terminated)
File ./U194_P39_R6706aef4c773bad1dc4ec048_S1@100.cc.cc17o2: 219 tokens, 32 lines (not NL-terminated)
File ./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2: 261 tokens, 23 lines (not NL-terminated)
File ./U197_P39_R6703a3ecc773bad1dc4d04ac_S1@100.cc.cc17o2: 330 tokens, 55 lines (not NL-terminated)
File ./U199_P39_R6707e450c773bad1dc4eef5e_S3@0.cc.cc17o2: 262 tokens, 38 lines (not NL-terminated)
File ./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2: 220 tokens, 39 lines (not NL-terminated)
File ./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2: 225 tokens, 32 lines (not NL-terminated)
File ./U203_P39_R67052429c773bad1dc4e0b82_S3@50.cc.cc17o2: 195 tokens, 38 lines (not NL-terminated)
File ./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2: 218 tokens, 38 lines (not NL-terminated)
File ./U205_P39_R6703e97cc773bad1dc4d8351_S1@100.cc.cc17o2: 232 tokens, 23 lines (not NL-terminated)
File ./U207_P39_R6707b4b7c773bad1dc4ee2a4_S1@100.cc.cc17o2: 237 tokens, 32 lines (not NL-terminated)
File ./U209_P39_R6703a4dcc773bad1dc4d08c1_S7@0.cc.cc17o2: 179 tokens, 28 lines (not NL-terminated)
File ./U210_P39_R670b92cac773bad1dc4f3e2d_S2@0.cc.cc17o2: 195 tokens, 40 lines (not NL-terminated)
File ./U211_P39_R6703ae12c773bad1dc4d22a3_S1@100.cc.cc17o2: 282 tokens, 36 lines (not NL-terminated)
File ./U213_P39_R67073be6c773bad1dc4ec7aa_S1@100.cc.cc17o2: 197 tokens, 31 lines (not NL-terminated)
File ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2: 196 tokens, 34 lines (not NL-terminated)
File ./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2: 220 tokens, 34 lines (not NL-terminated)
File ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2: 290 tokens, 39 lines (not NL-terminated)
File ./U218_P39_R6703aa7cc773bad1dc4d1b93_S1@100.cc.cc17o2: 218 tokens, 23 lines (not NL-terminated)
File ./U219_P39_R67038885c773bad1dc4c8242_S1@100.cc.cc17o2: 223 tokens, 43 lines (not NL-terminated)
File ./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2: 205 tokens, 39 lines (not NL-terminated)
File ./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2: 225 tokens, 42 lines (not NL-terminated)
File ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2: 212 tokens, 31 lines (not NL-terminated)
File ./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2: 213 tokens, 33 lines (not NL-terminated)
File ./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2: 198 tokens, 29 lines (not NL-terminated)
File ./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2: 219 tokens, 35 lines (not NL-terminated)
File ./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2: 222 tokens, 39 lines (not NL-terminated)
File ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2: 210 tokens, 34 lines (not NL-terminated)
File ./U229_P39_R670398dbc773bad1dc4cd44c_S1@100.cc.cc17o2: 198 tokens, 28 lines (not NL-terminated)
File ./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2: 198 tokens, 33 lines (not NL-terminated)
File ./U233_P39_R6703ddcdc773bad1dc4d710b_S1@100.cc.cc17o2: 228 tokens, 30 lines (not NL-terminated)
File ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2: 237 tokens, 35 lines (not NL-terminated)
File ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2: 236 tokens, 35 lines (not NL-terminated)
File ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2: 223 tokens, 45 lines (not NL-terminated)
File ./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2: 318 tokens, 43 lines (not NL-terminated)
File ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2: 240 tokens, 37 lines (not NL-terminated)
Total input: 87 files (87 new, 0 old), 21089 tokens

./U151_P39_R6703bb4fc773bad1dc4d428f_S3@50.cc.cc17o2 consists for 100 % of ./U174_P39_R6705f5a4c773bad1dc4e5fd4_S1@100.cc.cc17o2 material
./U130_P39_R670398abc773bad1dc4cd38a_S1@100.cc.cc17o2 consists for 100 % of ./U138_P39_R670a6a30c773bad1dc4f2e94_S1@100.cc.cc17o2 material
./U141_P39_R670530dac773bad1dc4e1c1b_S1@100.cc.cc17o2 consists for 100 % of ./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 material
./U136_P39_R67079a95c773bad1dc4edd70_S1@100.cc.cc17o2 consists for 100 % of ./U142_P39_R6703f8c7c773bad1dc4d9a0d_S1@100.cc.cc17o2 material
./U142_P39_R6703f8c7c773bad1dc4d9a0d_S1@100.cc.cc17o2 consists for 100 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 consists for 100 % of ./U2_P39_R67064a91c773bad1dc4e976b_S1@100.cc.cc17o2 material
./U129_P39_R670a7c32c773bad1dc4f2fdd_S1@100.cc.cc17o2 consists for 100 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U160_P39_R6703ea23c773bad1dc4d8479_S1@100.cc.cc17o2 consists for 99 % of ./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 material
./U138_P39_R670a6a30c773bad1dc4f2e94_S1@100.cc.cc17o2 consists for 93 % of ./U143_P39_R6708b554c773bad1dc4f0964_S1@100.cc.cc17o2 material
./U131_P39_R6703988fc773bad1dc4cd2b9_S1@100.cc.cc17o2 consists for 92 % of ./U138_P39_R670a6a30c773bad1dc4f2e94_S1@100.cc.cc17o2 material
./U131_P39_R6703988fc773bad1dc4cd2b9_S1@100.cc.cc17o2 consists for 7 % of ./U139_P39_R6708dc5bc773bad1dc4f1133_S1@100.cc.cc17o2 material
./U139_P39_R6708dc5bc773bad1dc4f1133_S1@100.cc.cc17o2 consists for 92 % of ./U143_P39_R6708b554c773bad1dc4f0964_S1@100.cc.cc17o2 material
./U139_P39_R6708dc5bc773bad1dc4f1133_S1@100.cc.cc17o2 consists for 8 % of ./U145_P39_R67068fc0c773bad1dc4ead69_S1@100.cc.cc17o2 material
./U137_P39_R670a00e7c773bad1dc4f28a1_S1@100.cc.cc17o2 consists for 91 % of ./U141_P39_R670530dac773bad1dc4e1c1b_S1@100.cc.cc17o2 material
./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 consists for 91 % of ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 material
./U143_P39_R6708b554c773bad1dc4f0964_S1@100.cc.cc17o2 consists for 83 % of ./U145_P39_R67068fc0c773bad1dc4ead69_S1@100.cc.cc17o2 material
./U162_P39_R67053119c773bad1dc4e1cc6_S1@100.cc.cc17o2 consists for 80 % of ./U186_P39_R6703a3bbc773bad1dc4d0402_S1@100.cc.cc17o2 material
./U162_P39_R67053119c773bad1dc4e1cc6_S1@100.cc.cc17o2 consists for 20 % of ./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 material
./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2 consists for 79 % of ./U222_P39_R670747ebc773bad1dc4ecb71_S1@100.cc.cc17o2 material
./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2 consists for 18 % of ./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 material
./U165_P39_R670b871fc773bad1dc4f3d6e_S3@50.cc.cc17o2 consists for 75 % of ./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 material
./U165_P39_R670b871fc773bad1dc4f3d6e_S3@50.cc.cc17o2 consists for 18 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U189_P39_R6704961cc773bad1dc4dbec5_S1@100.cc.cc17o2 consists for 75 % of ./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2 material
./U189_P39_R6704961cc773bad1dc4dbec5_S1@100.cc.cc17o2 consists for 16 % of ./U194_P39_R6706aef4c773bad1dc4ec048_S1@100.cc.cc17o2 material
./U236_P39_R6703932dc773bad1dc4cb70c_S1@100.cc.cc17o2 consists for 73 % of ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 material
./U218_P39_R6703aa7cc773bad1dc4d1b93_S1@100.cc.cc17o2 consists for 71 % of ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2 material
./U218_P39_R6703aa7cc773bad1dc4d1b93_S1@100.cc.cc17o2 consists for 14 % of ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 material
./U207_P39_R6707b4b7c773bad1dc4ee2a4_S1@100.cc.cc17o2 consists for 70 % of ./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 material
./U207_P39_R6707b4b7c773bad1dc4ee2a4_S1@100.cc.cc17o2 consists for 15 % of ./U210_P39_R670b92cac773bad1dc4f3e2d_S2@0.cc.cc17o2 material
./U183_P39_R670395c4c773bad1dc4cc43c_S1@100.cc.cc17o2 consists for 70 % of ./U184_P39_R6703a515c773bad1dc4d097e_S1@100.cc.cc17o2 material
./U183_P39_R670395c4c773bad1dc4cc43c_S1@100.cc.cc17o2 consists for 30 % of ./U185_P39_R670396f4c773bad1dc4ccab3_S1@100.cc.cc17o2 material
./U156_P39_R67055527c773bad1dc4e3a10_S6@0.cc.cc17o2 consists for 67 % of ./U226_P39_R67052395c773bad1dc4e0a0e_S1@100.cc.cc17o2 material
./U156_P39_R67055527c773bad1dc4e3a10_S6@0.cc.cc17o2 consists for 23 % of ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 material
./U190_P39_R6703a528c773bad1dc4d09e2_S1@100.cc.cc17o2 consists for 65 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U190_P39_R6703a528c773bad1dc4d09e2_S1@100.cc.cc17o2 consists for 16 % of ./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 material
./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2 consists for 63 % of ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 material
./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2 consists for 20 % of ./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 material
./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2 consists for 12 % of ./U228_P39_R670b2138c773bad1dc4f3888_S1@100.cc.cc17o2 material
./U168_P39_R6708c316c773bad1dc4f0e98_S1@100.cc.cc17o2 consists for 63 % of ./U171_P39_R6708ba03c773bad1dc4f0c97_S1@100.cc.cc17o2 material
./U168_P39_R6708c316c773bad1dc4f0e98_S1@100.cc.cc17o2 consists for 11 % of ./U233_P39_R6703ddcdc773bad1dc4d710b_S1@100.cc.cc17o2 material
./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 consists for 61 % of ./U48_P39_R670678c9c773bad1dc4ea349_S3@50.cc.cc17o2 material
./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 consists for 12 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U184_P39_R6703a515c773bad1dc4d097e_S1@100.cc.cc17o2 consists for 61 % of ./U186_P39_R6703a3bbc773bad1dc4d0402_S1@100.cc.cc17o2 material
./U184_P39_R6703a515c773bad1dc4d097e_S1@100.cc.cc17o2 consists for 20 % of ./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 material
./U184_P39_R6703a515c773bad1dc4d097e_S1@100.cc.cc17o2 consists for 20 % of ./U203_P39_R67052429c773bad1dc4e0b82_S3@50.cc.cc17o2 material
./U134_P39_R6703983bc773bad1dc4cd110_S1@100.cc.cc17o2 consists for 60 % of ./U136_P39_R67079a95c773bad1dc4edd70_S1@100.cc.cc17o2 material
./U134_P39_R6703983bc773bad1dc4cd110_S1@100.cc.cc17o2 consists for 21 % of ./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 material
./U134_P39_R6703983bc773bad1dc4cd110_S1@100.cc.cc17o2 consists for 18 % of ./U184_P39_R6703a515c773bad1dc4d097e_S1@100.cc.cc17o2 material
./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 consists for 59 % of ./U237_P39_R6703948cc773bad1dc4cbe22_S1@100.cc.cc17o2 material
./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 consists for 31 % of ./U238_P39_R670a3fd7c773bad1dc4f2cfb_S3@50.cc.cc17o2 material
./U180_P39_R670525d4c773bad1dc4e0ea2_S1@100.cc.cc17o2 consists for 58 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U180_P39_R670525d4c773bad1dc4e0ea2_S1@100.cc.cc17o2 consists for 17 % of ./U185_P39_R670396f4c773bad1dc4ccab3_S1@100.cc.cc17o2 material
./U180_P39_R670525d4c773bad1dc4e0ea2_S1@100.cc.cc17o2 consists for 16 % of ./U209_P39_R6703a4dcc773bad1dc4d08c1_S7@0.cc.cc17o2 material
./U186_P39_R6703a3bbc773bad1dc4d0402_S1@100.cc.cc17o2 consists for 58 % of ./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 material
./U186_P39_R6703a3bbc773bad1dc4d0402_S1@100.cc.cc17o2 consists for 42 % of ./U200_P39_R6703f367c773bad1dc4d956b_S1@100.cc.cc17o2 material
./U158_P39_R6703a767c773bad1dc4d10d5_S1@100.cc.cc17o2 consists for 56 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U158_P39_R6703a767c773bad1dc4d10d5_S1@100.cc.cc17o2 consists for 15 % of ./U218_P39_R6703aa7cc773bad1dc4d1b93_S1@100.cc.cc17o2 material
./U158_P39_R6703a767c773bad1dc4d10d5_S1@100.cc.cc17o2 consists for 15 % of ./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 material
./U194_P39_R6706aef4c773bad1dc4ec048_S1@100.cc.cc17o2 consists for 56 % of ./U201_P39_R670389d0c773bad1dc4c881e_S1@100.cc.cc17o2 material
./U194_P39_R6706aef4c773bad1dc4ec048_S1@100.cc.cc17o2 consists for 37 % of ./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 material
./U213_P39_R67073be6c773bad1dc4ec7aa_S1@100.cc.cc17o2 consists for 54 % of ./U230_P39_R67039459c773bad1dc4cbcf4_S1@100.cc.cc17o2 material
./U213_P39_R67073be6c773bad1dc4ec7aa_S1@100.cc.cc17o2 consists for 23 % of ./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 material
./U213_P39_R67073be6c773bad1dc4ec7aa_S1@100.cc.cc17o2 consists for 18 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U174_P39_R6705f5a4c773bad1dc4e5fd4_S1@100.cc.cc17o2 consists for 54 % of ./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 material
./U174_P39_R6705f5a4c773bad1dc4e5fd4_S1@100.cc.cc17o2 consists for 21 % of ./U180_P39_R670525d4c773bad1dc4e0ea2_S1@100.cc.cc17o2 material
./U174_P39_R6705f5a4c773bad1dc4e5fd4_S1@100.cc.cc17o2 consists for 20 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U159_P39_R6704bb5fc773bad1dc4dd393_S1@100.cc.cc17o2 consists for 54 % of ./U196_P39_R6707cb10c773bad1dc4ee7af_S1@100.cc.cc17o2 material
./U159_P39_R6704bb5fc773bad1dc4dd393_S1@100.cc.cc17o2 consists for 23 % of ./U181_P39_R6703915ac773bad1dc4cac15_S1@100.cc.cc17o2 material
./U159_P39_R6704bb5fc773bad1dc4dd393_S1@100.cc.cc17o2 consists for 23 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 consists for 52 % of ./U179_P39_R6703ccb0c773bad1dc4d5d48_S1@100.cc.cc17o2 material
./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 consists for 48 % of ./U194_P39_R6706aef4c773bad1dc4ec048_S1@100.cc.cc17o2 material
./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 consists for 52 % of ./U217_P39_R670396d1c773bad1dc4cc9d6_S1@100.cc.cc17o2 material
./U216_P39_R6705f3d6c773bad1dc4e5d97_S1@100.cc.cc17o2 consists for 48 % of ./U221_P39_R67039224c773bad1dc4cb076_S1@100.cc.cc17o2 material
./U148_P39_R6703ed83c773bad1dc4d8ae8_S3@50.cc.cc17o2 consists for 51 % of ./U166_P39_R6709375cc773bad1dc4f1d41_S1@100.cc.cc17o2 material
./U148_P39_R6703ed83c773bad1dc4d8ae8_S3@50.cc.cc17o2 consists for 23 % of ./U215_P39_R67062865c773bad1dc4e85b2_S3@50.cc.cc17o2 material
./U148_P39_R6703ed83c773bad1dc4d8ae8_S3@50.cc.cc17o2 consists for 17 % of ./U151_P39_R6703bb4fc773bad1dc4d428f_S3@50.cc.cc17o2 material
./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 consists for 50 % of ./U225_P39_R670622f0c773bad1dc4e8241_S1@100.cc.cc17o2 material
./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 consists for 43 % of ./U227_P39_R67039502c773bad1dc4cc0c7_S1@100.cc.cc17o2 material
./U146_P39_R67040928c773bad1dc4daa5d_S1@100.cc.cc17o2 consists for 50 % of ./U158_P39_R6703a767c773bad1dc4d10d5_S1@100.cc.cc17o2 material
./U146_P39_R67040928c773bad1dc4daa5d_S1@100.cc.cc17o2 consists for 29 % of ./U173_P39_R67039580c773bad1dc4cc330_S1@100.cc.cc17o2 material
./U146_P39_R67040928c773bad1dc4daa5d_S1@100.cc.cc17o2 consists for 20 % of ./U152_P39_R6709febfc773bad1dc4f279e_S1@100.cc.cc17o2 material
./U147_P39_R67055894c773bad1dc4e3c8f_S1@100.cc.cc17o2 consists for 50 % of ./U207_P39_R6707b4b7c773bad1dc4ee2a4_S1@100.cc.cc17o2 material
./U147_P39_R67055894c773bad1dc4e3c8f_S1@100.cc.cc17o2 consists for 17 % of ./U148_P39_R6703ed83c773bad1dc4d8ae8_S3@50.cc.cc17o2 material
./U147_P39_R67055894c773bad1dc4e3c8f_S1@100.cc.cc17o2 consists for 13 % of ./U161_P39_R67054358c773bad1dc4e2ac7_S1@100.cc.cc17o2 material
./U161_P39_R67054358c773bad1dc4e2ac7_S1@100.cc.cc17o2 consists for 48 % of ./U170_P39_R6705d59ac773bad1dc4e4ee8_S2@0.cc.cc17o2 material
./U161_P39_R67054358c773bad1dc4e2ac7_S1@100.cc.cc17o2 consists for 15 % of ./U188_P39_R67066976c773bad1dc4e9e8c_S1@100.cc.cc17o2 material
./U161_P39_R67054358c773bad1dc4e2ac7_S1@100.cc.cc17o2 consists for 14 % of ./U175_P39_R6708de70c773bad1dc4f1272_S1@100.cc.cc17o2 material
./U161_P39_R67054358c773bad1dc4e2ac7_S1@100.cc.cc17o2 consists for 11 % of ./U162_P39_R67053119c773bad1dc4e1cc6_S1@100.cc.cc17o2 material
./U185_P39_R670396f4c773bad1dc4ccab3_S1@100.cc.cc17o2 consists for 48 % of ./U204_P39_R67039954c773bad1dc4cd6b6_S1@100.cc.cc17o2 material
./U185_P39_R670396f4c773bad1dc4ccab3_S1@100.cc.cc17o2 consists for 27 % of ./U186_P39_R6703a3bbc773bad1dc4d0402_S1@100.cc.cc17o2 material
./U185_P39_R670396f4c773bad1dc4ccab3_S1@100.cc.cc17o2 consists for 19 % of ./U191_P39_R670392c7c773bad1dc4cb4e2_S1@100.cc.cc17o2 material
./U219_P39_R67038885c773bad1dc4c8242_S1@100.cc.cc17o2 consists for 46 % of ./U224_P39_R670387b1c773bad1dc4c7eae_S1@100.cc.cc17o2 material
./U219_P39_R67038885c773bad1dc4c8242_S1@100.cc.cc17o2 consists for 30 % of ./U220_P39_R670a3ec8c773bad1dc4f2c95_S3@50.cc.cc17o2 material
